Country,Year,Antibiotic_Group,S,I,R,TotalN,pS,pI,pR
Denmark,2006,3rd gen. cephalosporins,413,1,16,430,96.0 %,0.2 %,3.7 %
Denmark,2007,3rd gen. cephalosporins,438,3,51,492,89.0 %,0.6 %,10.4 %
Denmark,2008,3rd gen. cephalosporins,555,8,57,620,89.5 %,1.3 %,9.2 %
Denmark,2009,3rd gen. cephalosporins,550,3,70,623,88.3 %,0.5 %,11.2 %
Denmark,2010,3rd gen. cephalosporins,498,2,59,559,89.1 %,0.4 %,10.6 %
Denmark,2011,3rd gen. cephalosporins,559,7,71,637,87.8 %,1.1 %,11.1 %
Denmark,2012,3rd gen. cephalosporins,546,10,65,621,87.9 %,1.6 %,10.5 %
Denmark,2013,3rd gen. cephalosporins,461,7,61,529,87.1 %,1.3 %,11.5 %
Estonia,2005,3rd gen. cephalosporins,34,0,3,37,91.9 %,0.0 %,8.1 %
Estonia,2006,3rd gen. cephalosporins,43,0,4,47,91.5 %,0.0 %,8.5 %
Estonia,2007,3rd gen. cephalosporins,61,0,2,63,96.8 %,0.0 %,3.2 %
Estonia,2008,3rd gen. cephalosporins,59,2,8,69,85.5 %,2.9 %,11.6 %
Estonia,2009,3rd gen. cephalosporins,48,0,10,58,82.8 %,0.0 %,17.2 %
Estonia,2010,3rd gen. cephalosporins,60,7,14,81,74.1 %,8.6 %,17.3 %
Estonia,2011,3rd gen. cephalosporins,26,0,17,43,60.5 %,0.0 %,39.5 %
Estonia,2012,3rd gen. cephalosporins,73,1,16,90,81.1 %,1.1 %,17.8 %
Estonia,2013,3rd gen. cephalosporins,69,0,21,90,76.7 %,0.0 %,23.3 %
Finland,2005,3rd gen. cephalosporins,170,1,4,175,97.1 %,0.6 %,2.3 %
Finland,2006,3rd gen. cephalosporins,226,0,2,228,99.1 %,0.0 %,0.9 %
Finland,2007,3rd gen. cephalosporins,268,0,4,272,98.5 %,0.0 %,1.5 %
Finland,2008,3rd gen. cephalosporins,282,1,5,288,97.9 %,0.3 %,1.7 %
Finland,2009,3rd gen. cephalosporins,362,0,5,367,98.6 %,0.0 %,1.4 %
Finland,2010,3rd gen. cephalosporins,381,0,16,397,96.0 %,0.0 %,4.0 %
Finland,2011,3rd gen. cephalosporins,385,9,10,404,95.3 %,2.2 %,2.5 %
Finland,2012,3rd gen. cephalosporins,516,11,9,536,96.3 %,2.1 %,1.7 %
Finland,2013,3rd gen. cephalosporins,529,9,12,550,96.2 %,1.6 %,2.2 %
France,2005,3rd gen. cephalosporins,782,8,34,824,94.9 %,1.0 %,4.1 %
France,2006,3rd gen. cephalosporins,891,13,59,963,92.5 %,1.3 %,6.1 %
France,2007,3rd gen. cephalosporins,1027,17,117,1161,88.5 %,1.5 %,10.1 %
France,2008,3rd gen. cephalosporins,940,25,173,1138,82.6 %,2.2 %,15.2 %
France,2009,3rd gen. cephalosporins,1098,23,257,1378,79.7 %,1.7 %,18.7 %
France,2010,3rd gen. cephalosporins,1245,22,275,1542,80.7 %,1.4 %,17.8 %
France,2011,3rd gen. cephalosporins,1212,23,419,1654,73.3 %,1.4 %,25.3 %
France,2012,3rd gen. cephalosporins,1306,18,387,1711,76.3 %,1.1 %,22.6 %
France,2013,3rd gen. cephalosporins,1363,32,543,1938,70.3 %,1.7 %,28.0 %
Germany,2005,3rd gen. cephalosporins,96,1,7,104,92.3 %,1.0 %,6.7 %
Germany,2006,3rd gen. cephalosporins,126,1,20,147,85.7 %,0.7 %,13.6 %
Germany,2007,3rd gen. cephalosporins,160,2,11,173,92.5 %,1.2 %,6.4 %
Germany,2008,3rd gen. cephalosporins,208,0,27,235,88.5 %,0.0 %,11.5 %
Germany,2009,3rd gen. cephalosporins,406,3,62,471,86.2 %,0.6 %,13.2 %
Germany,2010,3rd gen. cephalosporins,414,3,61,478,86.6 %,0.6 %,12.8 %
Germany,2011,3rd gen. cephalosporins,452,2,65,519,87.1 %,0.4 %,12.5 %
Germany,2012,3rd gen. cephalosporins,573,5,86,664,86.3 %,0.8 %,13.0 %
Germany,2013,3rd gen. cephalosporins,619,8,119,746,83.0 %,1.1 %,16.0 %
Greece,2005,3rd gen. cephalosporins,295,10,469,774,38.1 %,1.3 %,60.6 %
Greece,2006,3rd gen. cephalosporins,329,25,487,841,39.1 %,3.0 %,57.9 %
Greece,2007,3rd gen. cephalosporins,357,14,601,972,36.7 %,1.4 %,61.8 %
Greece,2008,3rd gen. cephalosporins,363,7,710,1080,33.6 %,0.6 %,65.7 %
Greece,2009,3rd gen. cephalosporins,481,31,1122,1634,29.4 %,1.9 %,68.7 %
Greece,2010,3rd gen. cephalosporins,402,26,1258,1686,23.8 %,1.5 %,74.6 %
Greece,2011,3rd gen. cephalosporins,378,25,1262,1665,22.7 %,1.5 %,75.8 %
Greece,2012,3rd gen. cephalosporins,412,13,1034,1459,28.2 %,0.9 %,70.9 %
Greece,2013,3rd gen. cephalosporins,354,7,847,1208,29.3 %,0.6 %,70.1 %
Hungary,2005,3rd gen. cephalosporins,224,1,86,311,72.0 %,0.3 %,27.7 %
Hungary,2006,3rd gen. cephalosporins,240,0,61,301,79.7 %,0.0 %,20.3 %
Hungary,2007,3rd gen. cephalosporins,236,1,80,317,74.4 %,0.3 %,25.2 %
Hungary,2008,3rd gen. cephalosporins,240,0,129,369,65.0 %,0.0 %,35.0 %
Hungary,2009,3rd gen. cephalosporins,221,0,138,359,61.6 %,0.0 %,38.4 %
Hungary,2010,3rd gen. cephalosporins,277,0,235,512,54.1 %,0.0 %,45.9 %
Hungary,2011,3rd gen. cephalosporins,201,1,229,431,46.6 %,0.2 %,53.1 %
Hungary,2012,3rd gen. cephalosporins,284,1,215,500,56.8 %,0.2 %,43.0 %
Hungary,2013,3rd gen. cephalosporins,343,6,208,557,61.6 %,1.1 %,37.3 %
Iceland,2005,3rd gen. cephalosporins,22,0,0,22,100.0 %,0.0 %,0.0 %
Iceland,2006,3rd gen. cephalosporins,13,0,0,13,100.0 %,0.0 %,0.0 %
Iceland,2007,3rd gen. cephalosporins,27,0,0,27,100.0 %,0.0 %,0.0 %
Iceland,2008,3rd gen. cephalosporins,23,0,1,24,95.8 %,0.0 %,4.2 %
Iceland,2009,3rd gen. cephalosporins,27,0,0,27,100.0 %,0.0 %,0.0 %
Iceland,2010,3rd gen. cephalosporins,26,0,1,27,96.3 %,0.0 %,3.7 %
Iceland,2011,3rd gen. cephalosporins,24,0,2,26,92.3 %,0.0 %,7.7 %
Iceland,2012,3rd gen. cephalosporins,11,0,3,14,78.6 %,0.0 %,21.4 %
Iceland,2013,3rd gen. cephalosporins,30,0,0,30,100.0 %,0.0 %,0.0 %
Ireland,2005,3rd gen. cephalosporins,39,0,3,42,92.9 %,0.0 %,7.1 %
Ireland,2006,3rd gen. cephalosporins,180,2,17,199,90.5 %,1.0 %,8.5 %
Ireland,2007,3rd gen. cephalosporins,215,3,18,236,91.1 %,1.3 %,7.6 %
Ireland,2008,3rd gen. cephalosporins,270,2,33,305,88.5 %,0.7 %,10.8 %
Ireland,2009,3rd gen. cephalosporins,278,1,35,314,88.5 %,0.3 %,11.1 %
Ireland,2010,3rd gen. cephalosporins,286,5,27,318,89.9 %,1.6 %,8.5 %
Ireland,2011,3rd gen. cephalosporins,279,2,23,304,91.8 %,0.7 %,7.6 %
Ireland,2012,3rd gen. cephalosporins,290,5,31,326,89.0 %,1.5 %,9.5 %
Ireland,2013,3rd gen. cephalosporins,250,5,61,316,79.1 %,1.6 %,19.3 %
Italy,2005,3rd gen. cephalosporins,275,1,67,343,80.2 %,0.3 %,19.5 %
Italy,2006,3rd gen. cephalosporins,211,4,105,320,65.9 %,1.3 %,32.8 %
Italy,2007,3rd gen. cephalosporins,238,1,128,367,64.9 %,0.3 %,34.9 %
Italy,2008,3rd gen. cephalosporins,167,4,109,280,59.6 %,1.4 %,38.9 %
Italy,2009,3rd gen. cephalosporins,169,2,101,272,62.1 %,0.7 %,37.1 %
Italy,2010,3rd gen. cephalosporins,370,5,326,701,52.8 %,0.7 %,46.5 %
Italy,2011,3rd gen. cephalosporins,328,11,288,627,52.3 %,1.8 %,45.9 %
Italy,2012,3rd gen. cephalosporins,432,12,408,852,50.7 %,1.4 %,47.9 %
Italy,2013,3rd gen. cephalosporins,628,19,794,1441,43.6 %,1.3 %,55.1 %
Latvia,2006,3rd gen. cephalosporins,18,0,10,28,64.3 %,0.0 %,35.7 %
Latvia,2007,3rd gen. cephalosporins,13,2,12,27,48.1 %,7.4 %,44.4 %
Latvia,2008,3rd gen. cephalosporins,14,3,23,40,35.0 %,7.5 %,57.5 %
Latvia,2009,3rd gen. cephalosporins,20,0,24,44,45.5 %,0.0 %,54.5 %
Latvia,2010,3rd gen. cephalosporins,28,1,35,64,43.8 %,1.6 %,54.7 %
Latvia,2011,3rd gen. cephalosporins,39,1,25,65,60.0 %,1.5 %,38.5 %
Latvia,2012,3rd gen. cephalosporins,28,1,49,78,35.9 %,1.3 %,62.8 %
Latvia,2013,3rd gen. cephalosporins,31,0,61,92,33.7 %,0.0 %,66.3 %
Lithuania,2006,3rd gen. cephalosporins,27,0,8,35,77.1 %,0.0 %,22.9 %
Lithuania,2007,3rd gen. cephalosporins,29,1,11,41,70.7 %,2.4 %,26.8 %
Lithuania,2008,3rd gen. cephalosporins,32,2,19,53,60.4 %,3.8 %,35.8 %
Lithuania,2009,3rd gen. cephalosporins,29,0,38,67,43.3 %,0.0 %,56.7 %
Lithuania,2010,3rd gen. cephalosporins,39,1,41,81,48.1 %,1.2 %,50.6 %
Lithuania,2011,3rd gen. cephalosporins,54,0,83,137,39.4 %,0.0 %,60.6 %
Lithuania,2012,3rd gen. cephalosporins,65,2,119,186,34.9 %,1.1 %,64.0 %
Lithuania,2013,3rd gen. cephalosporins,78,3,64,145,53.8 %,2.1 %,44.1 %
Luxembourg,2006,3rd gen. cephalosporins,19,0,2,21,90.5 %,0.0 %,9.5 %
Luxembourg,2007,3rd gen. cephalosporins,50,0,1,51,98.0 %,0.0 %,2.0 %
Luxembourg,2008,3rd gen. cephalosporins,42,0,10,52,80.8 %,0.0 %,19.2 %
Luxembourg,2009,3rd gen. cephalosporins,21,0,7,28,75.0 %,0.0 %,25.0 %
Luxembourg,2010,3rd gen. cephalosporins,56,0,3,59,94.9 %,0.0 %,5.1 %
Luxembourg,2011,3rd gen. cephalosporins,31,0,17,48,64.6 %,0.0 %,35.4 %
Luxembourg,2012,3rd gen. cephalosporins,32,1,17,50,64.0 %,2.0 %,34.0 %
Luxembourg,2013,3rd gen. cephalosporins,35,0,18,53,66.0 %,0.0 %,34.0 %
Malta,2005,3rd gen. cephalosporins,16,1,1,18,88.9 %,5.6 %,5.6 %
Malta,2006,3rd gen. cephalosporins,30,0,2,32,93.8 %,0.0 %,6.3 %
Malta,2007,3rd gen. cephalosporins,26,0,2,28,92.9 %,0.0 %,7.1 %
Malta,2008,3rd gen. cephalosporins,36,0,0,36,100.0 %,0.0 %,0.0 %
Malta,2009,3rd gen. cephalosporins,38,0,0,38,100.0 %,0.0 %,0.0 %
Malta,2010,3rd gen. cephalosporins,50,0,7,57,87.7 %,0.0 %,12.3 %
Malta,2011,3rd gen. cephalosporins,42,3,7,52,80.8 %,5.8 %,13.5 %
Malta,2012,3rd gen. cephalosporins,42,0,15,57,73.7 %,0.0 %,26.3 %
Malta,2013,3rd gen. cephalosporins,47,3,19,69,68.1 %,4.3 %,27.5 %
Netherlands,2005,3rd gen. cephalosporins,247,0,9,256,96.5 %,0.0 %,3.5 %
Netherlands,2006,3rd gen. cephalosporins,383,0,14,397,96.5 %,0.0 %,3.5 %
Netherlands,2007,3rd gen. cephalosporins,391,2,30,423,92.4 %,0.5 %,7.1 %
Netherlands,2008,3rd gen. cephalosporins,426,1,35,462,92.2 %,0.2 %,7.6 %
Netherlands,2009,3rd gen. cephalosporins,376,2,22,400,94.0 %,0.5 %,5.5 %
Netherlands,2010,3rd gen. cephalosporins,595,0,46,641,92.8 %,0.0 %,7.2 %
Netherlands,2011,3rd gen. cephalosporins,662,0,58,720,91.9 %,0.0 %,8.1 %
Netherlands,2012,3rd gen. cephalosporins,636,1,46,683,93.1 %,0.1 %,6.7 %
Netherlands,2013,3rd gen. cephalosporins,595,1,48,644,92.4 %,0.2 %,7.5 %
Norway,1999,3rd gen. cephalosporins,19,1,0,20,95.0 %,5.0 %,0.0 %
Norway,2000,3rd gen. cephalosporins,21,1,0,22,95.5 %,4.5 %,0.0 %
Norway,2001,3rd gen. cephalosporins,21,5,0,26,80.8 %,19.2 %,0.0 %
Norway,2002,3rd gen. cephalosporins,29,0,0,29,100.0 %,0.0 %,0.0 %
Norway,2003,3rd gen. cephalosporins,46,0,0,46,100.0 %,0.0 %,0.0 %
Norway,2004,3rd gen. cephalosporins,51,0,0,51,100.0 %,0.0 %,0.0 %
Norway,2005,3rd gen. cephalosporins,185,4,4,193,95.9 %,2.1 %,2.1 %
Norway,2006,3rd gen. cephalosporins,255,4,4,263,97.0 %,1.5 %,1.5 %
Norway,2007,3rd gen. cephalosporins,308,7,5,320,96.3 %,2.2 %,1.6 %
Norway,2008,3rd gen. cephalosporins,335,8,6,349,96.0 %,2.3 %,1.7 %
Norway,2009,3rd gen. cephalosporins,376,9,11,396,94.9 %,2.3 %,2.8 %
Norway,2010,3rd gen. cephalosporins,466,3,10,479,97.3 %,0.6 %,2.1 %
Norway,2011,3rd gen. cephalosporins,405,4,12,421,96.2 %,1.0 %,2.9 %
Norway,2012,3rd gen. cephalosporins,584,17,20,621,94.0 %,2.7 %,3.2 %
Norway,2013,3rd gen. cephalosporins,613,6,26,645,95.0 %,0.9 %,4.0 %
Poland,2005,3rd gen. cephalosporins,18,0,35,53,34.0 %,0.0 %,66.0 %
Poland,2006,3rd gen. cephalosporins,26,0,16,42,61.9 %,0.0 %,38.1 %
Poland,2007,3rd gen. cephalosporins,21,0,11,32,65.6 %,0.0 %,34.4 %
Poland,2008,3rd gen. cephalosporins,12,0,7,19,63.2 %,0.0 %,36.8 %
Poland,2009,3rd gen. cephalosporins,73,0,70,143,51.0 %,0.0 %,49.0 %
Poland,2010,3rd gen. cephalosporins,137,3,92,232,59.1 %,1.3 %,39.7 %
Poland,2011,3rd gen. cephalosporins,108,4,166,278,38.8 %,1.4 %,59.7 %
Poland,2012,3rd gen. cephalosporins,142,1,219,362,39.2 %,0.3 %,60.5 %
Poland,2013,3rd gen. cephalosporins,129,2,245,376,34.3 %,0.5 %,65.2 %
Portugal,2006,3rd gen. cephalosporins,238,2,63,303,78.5 %,0.7 %,20.8 %
Portugal,2007,3rd gen. cephalosporins,282,6,57,345,81.7 %,1.7 %,16.5 %
Portugal,2008,3rd gen. cephalosporins,378,18,137,533,70.9 %,3.4 %,25.7 %
Portugal,2009,3rd gen. cephalosporins,396,7,153,556,71.2 %,1.3 %,27.5 %
Portugal,2010,3rd gen. cephalosporins,402,14,164,580,69.3 %,2.4 %,28.3 %
Portugal,2011,3rd gen. cephalosporins,393,5,218,616,63.8 %,0.8 %,35.4 %
Portugal,2012,3rd gen. cephalosporins,460,19,302,781,58.9 %,2.4 %,38.7 %
Portugal,2013,3rd gen. cephalosporins,558,16,337,911,61.3 %,1.8 %,37.0 %
Romania,2005,3rd gen. cephalosporins,0,0,2,2,0.0 %,0.0 %,100.0 %
Romania,2006,3rd gen. cephalosporins,2,0,30,32,6.3 %,0.0 %,93.8 %
Romania,2007,3rd gen. cephalosporins,6,0,24,30,20.0 %,0.0 %,80.0 %
Romania,2008,3rd gen. cephalosporins,2,0,2,4,50.0 %,0.0 %,50.0 %
Romania,2009,3rd gen. cephalosporins,6,0,11,17,35.3 %,0.0 %,64.7 %
Romania,2010,3rd gen. cephalosporins,5,0,12,17,29.4 %,0.0 %,70.6 %
Romania,2011,3rd gen. cephalosporins,14,0,11,25,56.0 %,0.0 %,44.0 %
Romania,2012,3rd gen. cephalosporins,39,1,62,102,38.2 %,1.0 %,60.8 %
Romania,2013,3rd gen. cephalosporins,67,3,144,214,31.3 %,1.4 %,67.3 %
Slovakia,2011,3rd gen. cephalosporins,145,3,318,466,31.1 %,0.6 %,68.2 %
Slovakia,2012,3rd gen. cephalosporins,137,4,237,378,36.2 %,1.1 %,62.7 %
Slovakia,2013,3rd gen. cephalosporins,155,9,324,488,31.8 %,1.8 %,66.4 %
Slovenia,2005,3rd gen. cephalosporins,63,0,15,78,80.8 %,0.0 %,19.2 %
Slovenia,2006,3rd gen. cephalosporins,110,0,35,145,75.9 %,0.0 %,24.1 %
Slovenia,2007,3rd gen. cephalosporins,122,1,47,170,71.8 %,0.6 %,27.6 %
Slovenia,2008,3rd gen. cephalosporins,115,1,41,157,73.2 %,0.6 %,26.1 %
Slovenia,2009,3rd gen. cephalosporins,127,3,59,189,67.2 %,1.6 %,31.2 %
Slovenia,2010,3rd gen. cephalosporins,152,0,44,196,77.6 %,0.0 %,22.4 %
Slovenia,2011,3rd gen. cephalosporins,157,5,70,232,67.7 %,2.2 %,30.2 %
Slovenia,2012,3rd gen. cephalosporins,180,2,72,254,70.9 %,0.8 %,28.3 %
Slovenia,2013,3rd gen. cephalosporins,173,1,71,245,70.6 %,0.4 %,29.0 %
Spain,2005,3rd gen. cephalosporins,52,0,4,56,92.9 %,0.0 %,7.1 %
Spain,2006,3rd gen. cephalosporins,507,2,53,562,90.2 %,0.4 %,9.4 %
Spain,2007,3rd gen. cephalosporins,553,1,59,613,90.2 %,0.2 %,9.6 %
Spain,2008,3rd gen. cephalosporins,562,1,76,639,87.9 %,0.2 %,11.9 %
Spain,2009,3rd gen. cephalosporins,556,2,70,628,88.5 %,0.3 %,11.1 %
Spain,2010,3rd gen. cephalosporins,1041,1,119,1161,89.7 %,0.1 %,10.2 %
Spain,2011,3rd gen. cephalosporins,987,5,153,1145,86.2 %,0.4 %,13.4 %
Spain,2012,3rd gen. cephalosporins,957,3,193,1153,83.0 %,0.3 %,16.7 %
Spain,2013,3rd gen. cephalosporins,995,0,246,1241,80.2 %,0.0 %,19.8 %
Sweden,1999,3rd gen. cephalosporins,1,0,0,1,100.0 %,0.0 %,0.0 %
Sweden,2005,3rd gen. cephalosporins,278,0,4,282,98.6 %,0.0 %,1.4 %
Sweden,2006,3rd gen. cephalosporins,609,3,9,621,98.1 %,0.5 %,1.4 %
Sweden,2007,3rd gen. cephalosporins,638,2,9,649,98.3 %,0.3 %,1.4 %
Sweden,2008,3rd gen. cephalosporins,806,0,19,825,97.7 %,0.0 %,2.3 %
Sweden,2009,3rd gen. cephalosporins,1,0,0,1,100.0 %,0.0 %,0.0 %
Sweden,2012,3rd gen. cephalosporins,45,0,0,45,100.0 %,0.0 %,0.0 %
Sweden,2013,3rd gen. cephalosporins,1244,9,47,1300,95.7 %,0.7 %,3.6 %
United Kingdom,2005,3rd gen. cephalosporins,261,2,37,300,87.0 %,0.7 %,12.3 %
United Kingdom,2006,3rd gen. cephalosporins,263,0,33,296,88.9 %,0.0 %,11.1 %
United Kingdom,2007,3rd gen. cephalosporins,285,1,41,327,87.2 %,0.3 %,12.5 %
United Kingdom,2008,3rd gen. cephalosporins,275,3,20,298,92.3 %,1.0 %,6.7 %
United Kingdom,2009,3rd gen. cephalosporins,601,7,47,655,91.8 %,1.1 %,7.2 %
United Kingdom,2010,3rd gen. cephalosporins,661,10,72,743,89.0 %,1.3 %,9.7 %
United Kingdom,2011,3rd gen. cephalosporins,875,10,50,935,93.6 %,1.1 %,5.3 %
United Kingdom,2012,3rd gen. cephalosporins,813,8,110,931,87.3 %,0.9 %,11.8 %
United Kingdom,2013,3rd gen. cephalosporins,924,6,147,1077,85.8 %,0.6 %,13.6 %
