Country,Year,Antibiotic_Group,S,I,R,TotalN,pS,pI,pR
Czech Republic,2010,High level gentamicin,86,0,102,188,45.7 %,0.0 %,54.3 %
Czech Republic,2011,High level gentamicin,83,0,128,211,39.3 %,0.0 %,60.7 %
Czech Republic,2012,High level gentamicin,80,0,182,262,30.5 %,0.0 %,69.5 %
Czech Republic,2013,High level gentamicin,100,0,169,269,37.2 %,0.0 %,62.8 %
Denmark,2008,High level gentamicin,9,0,14,23,39.1 %,0.0 %,60.9 %
Denmark,2009,High level gentamicin,16,0,17,33,48.5 %,0.0 %,51.5 %
Denmark,2010,High level gentamicin,8,0,23,31,25.8 %,0.0 %,74.2 %
Denmark,2011,High level gentamicin,10,0,27,37,27.0 %,0.0 %,73.0 %
Denmark,2012,High level gentamicin,45,1,76,122,36.9 %,0.8 %,62.3 %
Denmark,2013,High level gentamicin,12,0,31,43,27.9 %,0.0 %,72.1 %
Estonia,2001,High level gentamicin,3,0,5,8,37.5 %,0.0 %,62.5 %
Estonia,2002,High level gentamicin,1,0,2,3,33.3 %,0.0 %,66.7 %
Estonia,2003,High level gentamicin,2,0,2,4,50.0 %,0.0 %,50.0 %
Estonia,2004,High level gentamicin,4,0,15,19,21.1 %,0.0 %,78.9 %
Estonia,2005,High level gentamicin,6,0,17,23,26.1 %,0.0 %,73.9 %
Estonia,2006,High level gentamicin,6,0,21,27,22.2 %,0.0 %,77.8 %
Estonia,2007,High level gentamicin,2,0,17,19,10.5 %,0.0 %,89.5 %
Estonia,2008,High level gentamicin,6,0,18,24,25.0 %,0.0 %,75.0 %
Estonia,2009,High level gentamicin,6,0,23,29,20.7 %,0.0 %,79.3 %
Estonia,2010,High level gentamicin,4,0,8,12,33.3 %,0.0 %,66.7 %
Estonia,2011,High level gentamicin,3,0,1,4,75.0 %,0.0 %,25.0 %
Estonia,2012,High level gentamicin,6,0,10,16,37.5 %,0.0 %,62.5 %
Estonia,2013,High level gentamicin,14,0,11,25,56.0 %,0.0 %,44.0 %
Finland,2001,High level gentamicin,13,0,0,13,100.0 %,0.0 %,0.0 %
Finland,2002,High level gentamicin,10,0,0,10,100.0 %,0.0 %,0.0 %
Finland,2003,High level gentamicin,48,0,2,50,96.0 %,0.0 %,4.0 %
Finland,2004,High level gentamicin,67,0,9,76,88.2 %,0.0 %,11.8 %
Finland,2005,High level gentamicin,76,0,1,77,98.7 %,0.0 %,1.3 %
Finland,2006,High level gentamicin,70,0,13,83,84.3 %,0.0 %,15.7 %
Finland,2007,High level gentamicin,92,0,22,114,80.7 %,0.0 %,19.3 %
Finland,2008,High level gentamicin,95,0,17,112,84.8 %,0.0 %,15.2 %
France,2002,High level gentamicin,32,80,13,125,25.6 %,64.0 %,10.4 %
France,2003,High level gentamicin,57,37,28,122,46.7 %,30.3 %,23.0 %
France,2004,High level gentamicin,52,51,28,131,39.7 %,38.9 %,21.4 %
France,2005,High level gentamicin,95,42,43,180,52.8 %,23.3 %,23.9 %
France,2006,High level gentamicin,101,41,60,202,50.0 %,20.3 %,29.7 %
France,2007,High level gentamicin,146,31,75,252,57.9 %,12.3 %,29.8 %
France,2008,High level gentamicin,148,47,83,278,53.2 %,16.9 %,29.9 %
France,2009,High level gentamicin,232,112,212,556,41.7 %,20.1 %,38.1 %
France,2010,High level gentamicin,229,84,220,533,43.0 %,15.8 %,41.3 %
France,2011,High level gentamicin,181,89,201,471,38.4 %,18.9 %,42.7 %
France,2012,High level gentamicin,273,75,247,595,45.9 %,12.6 %,41.5 %
France,2013,High level gentamicin,287,108,286,681,42.1 %,15.9 %,42.0 %
Germany,2001,High level gentamicin,15,1,12,28,53.6 %,3.6 %,42.9 %
Germany,2002,High level gentamicin,3,3,13,19,15.8 %,15.8 %,68.4 %
Germany,2003,High level gentamicin,17,1,16,34,50.0 %,2.9 %,47.1 %
Germany,2004,High level gentamicin,24,1,39,64,37.5 %,1.6 %,60.9 %
Germany,2005,High level gentamicin,28,0,30,58,48.3 %,0.0 %,51.7 %
Germany,2006,High level gentamicin,20,0,12,32,62.5 %,0.0 %,37.5 %
Germany,2007,High level gentamicin,34,19,146,199,17.1 %,9.5 %,73.4 %
Germany,2008,High level gentamicin,84,0,45,129,65.1 %,0.0 %,34.9 %
Germany,2009,High level gentamicin,194,0,156,350,55.4 %,0.0 %,44.6 %
Germany,2010,High level gentamicin,200,0,163,363,55.1 %,0.0 %,44.9 %
Germany,2011,High level gentamicin,253,0,183,436,58.0 %,0.0 %,42.0 %
Germany,2012,High level gentamicin,350,0,163,513,68.2 %,0.0 %,31.8 %
Germany,2013,High level gentamicin,487,0,178,665,73.2 %,0.0 %,26.8 %
Greece,2000,High level gentamicin,18,0,6,24,75.0 %,0.0 %,25.0 %
Greece,2001,High level gentamicin,21,0,17,38,55.3 %,0.0 %,44.7 %
Greece,2002,High level gentamicin,15,0,16,31,48.4 %,0.0 %,51.6 %
Greece,2003,High level gentamicin,46,1,31,78,59.0 %,1.3 %,39.7 %
Greece,2004,High level gentamicin,58,0,63,121,47.9 %,0.0 %,52.1 %
Greece,2005,High level gentamicin,129,0,66,195,66.2 %,0.0 %,33.8 %
Greece,2006,High level gentamicin,182,0,99,281,64.8 %,0.0 %,35.2 %
Greece,2007,High level gentamicin,182,0,143,325,56.0 %,0.0 %,44.0 %
Greece,2008,High level gentamicin,159,0,171,330,48.2 %,0.0 %,51.8 %
Greece,2009,High level gentamicin,123,0,210,333,36.9 %,0.0 %,63.1 %
Greece,2010,High level gentamicin,196,3,226,425,46.1 %,0.7 %,53.2 %
Greece,2011,High level gentamicin,229,3,173,405,56.5 %,0.7 %,42.7 %
Greece,2012,High level gentamicin,262,1,143,406,64.5 %,0.2 %,35.2 %
Greece,2013,High level gentamicin,250,0,97,347,72.0 %,0.0 %,28.0 %
Hungary,2002,High level gentamicin,0,0,4,4,0.0 %,0.0 %,100.0 %
Hungary,2003,High level gentamicin,0,1,22,23,0.0 %,4.3 %,95.7 %
Hungary,2004,High level gentamicin,10,0,41,51,19.6 %,0.0 %,80.4 %
Hungary,2005,High level gentamicin,28,0,49,77,36.4 %,0.0 %,63.6 %
Hungary,2006,High level gentamicin,15,0,30,45,33.3 %,0.0 %,66.7 %
Hungary,2007,High level gentamicin,28,0,31,59,47.5 %,0.0 %,52.5 %
Hungary,2008,High level gentamicin,27,0,44,71,38.0 %,0.0 %,62.0 %
Hungary,2009,High level gentamicin,23,0,53,76,30.3 %,0.0 %,69.7 %
Hungary,2010,High level gentamicin,40,0,65,105,38.1 %,0.0 %,61.9 %
Hungary,2011,High level gentamicin,66,0,55,121,54.5 %,0.0 %,45.5 %
Hungary,2012,High level gentamicin,69,0,73,142,48.6 %,0.0 %,51.4 %
Hungary,2013,High level gentamicin,88,0,123,211,41.7 %,0.0 %,58.3 %
Iceland,2001,High level gentamicin,5,0,0,5,100.0 %,0.0 %,0.0 %
Iceland,2002,High level gentamicin,7,0,0,7,100.0 %,0.0 %,0.0 %
Iceland,2003,High level gentamicin,7,0,0,7,100.0 %,0.0 %,0.0 %
Iceland,2004,High level gentamicin,7,0,1,8,87.5 %,0.0 %,12.5 %
Iceland,2005,High level gentamicin,10,0,0,10,100.0 %,0.0 %,0.0 %
Iceland,2006,High level gentamicin,6,0,1,7,85.7 %,0.0 %,14.3 %
Iceland,2007,High level gentamicin,12,0,2,14,85.7 %,0.0 %,14.3 %
Iceland,2008,High level gentamicin,4,0,3,7,57.1 %,0.0 %,42.9 %
Iceland,2009,High level gentamicin,16,0,9,25,64.0 %,0.0 %,36.0 %
Iceland,2010,High level gentamicin,14,0,2,16,87.5 %,0.0 %,12.5 %
Iceland,2011,High level gentamicin,11,0,2,13,84.6 %,0.0 %,15.4 %
Iceland,2012,High level gentamicin,10,0,1,11,90.9 %,0.0 %,9.1 %
Iceland,2013,High level gentamicin,11,0,6,17,64.7 %,0.0 %,35.3 %
Ireland,2002,High level gentamicin,25,0,5,30,83.3 %,0.0 %,16.7 %
Ireland,2003,High level gentamicin,48,0,57,105,45.7 %,0.0 %,54.3 %
Ireland,2004,High level gentamicin,73,1,96,170,42.9 %,0.6 %,56.5 %
Ireland,2005,High level gentamicin,96,1,107,204,47.1 %,0.5 %,52.5 %
Ireland,2006,High level gentamicin,135,0,105,240,56.3 %,0.0 %,43.8 %
Ireland,2007,High level gentamicin,191,1,106,298,64.1 %,0.3 %,35.6 %
Ireland,2008,High level gentamicin,262,0,98,360,72.8 %,0.0 %,27.2 %
Ireland,2009,High level gentamicin,223,0,137,360,61.9 %,0.0 %,38.1 %
Ireland,2010,High level gentamicin,221,1,144,366,60.4 %,0.3 %,39.3 %
Ireland,2011,High level gentamicin,221,1,124,346,63.9 %,0.3 %,35.8 %
Ireland,2012,High level gentamicin,229,0,148,377,60.7 %,0.0 %,39.3 %
Ireland,2013,High level gentamicin,204,0,123,327,62.4 %,0.0 %,37.6 %
Italy,2001,High level gentamicin,42,0,9,51,82.4 %,0.0 %,17.6 %
Italy,2002,High level gentamicin,77,1,45,123,62.6 %,0.8 %,36.6 %
Italy,2003,High level gentamicin,73,1,58,132,55.3 %,0.8 %,43.9 %
Italy,2004,High level gentamicin,97,0,61,158,61.4 %,0.0 %,38.6 %
Italy,2005,High level gentamicin,112,0,63,175,64.0 %,0.0 %,36.0 %
Italy,2006,High level gentamicin,74,0,69,143,51.7 %,0.0 %,48.3 %
Italy,2007,High level gentamicin,105,0,120,225,46.7 %,0.0 %,53.3 %
Italy,2008,High level gentamicin,79,0,75,154,51.3 %,0.0 %,48.7 %
Italy,2009,High level gentamicin,47,0,50,97,48.5 %,0.0 %,51.5 %
Italy,2010,High level gentamicin,112,0,164,276,40.6 %,0.0 %,59.4 %
Italy,2011,High level gentamicin,84,0,99,183,45.9 %,0.0 %,54.1 %
Italy,2012,High level gentamicin,102,0,165,267,38.2 %,0.0 %,61.8 %
Italy,2013,High level gentamicin,161,0,234,395,40.8 %,0.0 %,59.2 %
Latvia,2006,High level gentamicin,4,0,11,15,26.7 %,0.0 %,73.3 %
Latvia,2007,High level gentamicin,2,0,0,2,100.0 %,0.0 %,0.0 %
Latvia,2008,High level gentamicin,2,0,7,9,22.2 %,0.0 %,77.8 %
Latvia,2009,High level gentamicin,4,0,15,19,21.1 %,0.0 %,78.9 %
Latvia,2010,High level gentamicin,4,0,19,23,17.4 %,0.0 %,82.6 %
Latvia,2011,High level gentamicin,14,0,10,24,58.3 %,0.0 %,41.7 %
Latvia,2012,High level gentamicin,13,0,5,18,72.2 %,0.0 %,27.8 %
Latvia,2013,High level gentamicin,18,0,6,24,75.0 %,0.0 %,25.0 %
Lithuania,2006,High level gentamicin,1,0,3,4,25.0 %,0.0 %,75.0 %
Lithuania,2007,High level gentamicin,3,0,13,16,18.8 %,0.0 %,81.3 %
Lithuania,2008,High level gentamicin,5,0,18,23,21.7 %,0.0 %,78.3 %
Lithuania,2009,High level gentamicin,5,0,9,14,35.7 %,0.0 %,64.3 %
Lithuania,2010,High level gentamicin,3,0,20,23,13.0 %,0.0 %,87.0 %
Lithuania,2011,High level gentamicin,3,0,23,26,11.5 %,0.0 %,88.5 %
Lithuania,2012,High level gentamicin,8,0,29,37,21.6 %,0.0 %,78.4 %
Lithuania,2013,High level gentamicin,7,0,16,23,30.4 %,0.0 %,69.6 %
Luxembourg,2002,High level gentamicin,6,0,1,7,85.7 %,0.0 %,14.3 %
Luxembourg,2003,High level gentamicin,1,0,0,1,100.0 %,0.0 %,0.0 %
Luxembourg,2004,High level gentamicin,3,0,0,3,100.0 %,0.0 %,0.0 %
Luxembourg,2005,High level gentamicin,9,1,3,13,69.2 %,7.7 %,23.1 %
Luxembourg,2006,High level gentamicin,6,1,3,10,60.0 %,10.0 %,30.0 %
Luxembourg,2007,High level gentamicin,9,0,1,10,90.0 %,0.0 %,10.0 %
Luxembourg,2008,High level gentamicin,15,0,4,19,78.9 %,0.0 %,21.1 %
Luxembourg,2009,High level gentamicin,10,0,4,14,71.4 %,0.0 %,28.6 %
Luxembourg,2010,High level gentamicin,12,1,3,16,75.0 %,6.3 %,18.8 %
Luxembourg,2011,High level gentamicin,9,0,6,15,60.0 %,0.0 %,40.0 %
Luxembourg,2012,High level gentamicin,10,0,8,18,55.6 %,0.0 %,44.4 %
Luxembourg,2013,High level gentamicin,9,2,5,16,56.3 %,12.5 %,31.3 %
Malta,2001,High level gentamicin,0,1,0,1,0.0 %,100.0 %,0.0 %
Malta,2002,High level gentamicin,0,3,0,3,0.0 %,100.0 %,0.0 %
Malta,2003,High level gentamicin,0,1,1,2,0.0 %,50.0 %,50.0 %
Malta,2004,High level gentamicin,0,4,0,4,0.0 %,100.0 %,0.0 %
Malta,2005,High level gentamicin,0,1,0,1,0.0 %,100.0 %,0.0 %
Netherlands,2001,High level gentamicin,13,0,0,13,100.0 %,0.0 %,0.0 %
Netherlands,2002,High level gentamicin,25,0,1,26,96.2 %,0.0 %,3.8 %
Netherlands,2003,High level gentamicin,35,0,9,44,79.5 %,0.0 %,20.5 %
Netherlands,2004,High level gentamicin,64,2,17,83,77.1 %,2.4 %,20.5 %
Netherlands,2005,High level gentamicin,67,0,45,112,59.8 %,0.0 %,40.2 %
Netherlands,2006,High level gentamicin,80,1,82,163,49.1 %,0.6 %,50.3 %
Netherlands,2007,High level gentamicin,89,0,144,233,38.2 %,0.0 %,61.8 %
Netherlands,2008,High level gentamicin,47,1,54,102,46.1 %,1.0 %,52.9 %
Netherlands,2009,High level gentamicin,23,0,71,94,24.5 %,0.0 %,75.5 %
Netherlands,2010,High level gentamicin,74,0,137,211,35.1 %,0.0 %,64.9 %
Netherlands,2011,High level gentamicin,102,0,197,299,34.1 %,0.0 %,65.9 %
Netherlands,2012,High level gentamicin,80,0,138,218,36.7 %,0.0 %,63.3 %
Netherlands,2013,High level gentamicin,56,0,155,211,26.5 %,0.0 %,73.5 %
Norway,1999,High level gentamicin,3,1,0,4,75.0 %,25.0 %,0.0 %
Norway,2000,High level gentamicin,2,0,1,3,66.7 %,0.0 %,33.3 %
Norway,2001,High level gentamicin,1,2,2,5,20.0 %,40.0 %,40.0 %
Norway,2002,High level gentamicin,3,3,1,7,42.9 %,42.9 %,14.3 %
Norway,2003,High level gentamicin,3,3,1,7,42.9 %,42.9 %,14.3 %
Norway,2004,High level gentamicin,2,1,1,4,50.0 %,25.0 %,25.0 %
Norway,2005,High level gentamicin,9,9,14,32,28.1 %,28.1 %,43.8 %
Norway,2006,High level gentamicin,15,1,13,29,51.7 %,3.4 %,44.8 %
Norway,2007,High level gentamicin,28,2,32,62,45.2 %,3.2 %,51.6 %
Norway,2008,High level gentamicin,22,14,43,79,27.8 %,17.7 %,54.4 %
Norway,2009,High level gentamicin,0,38,23,61,0.0 %,62.3 %,37.7 %
Norway,2010,High level gentamicin,4,23,36,63,6.3 %,36.5 %,57.1 %
Norway,2011,High level gentamicin,7,26,25,58,12.1 %,44.8 %,43.1 %
Norway,2012,High level gentamicin,14,17,18,49,28.6 %,34.7 %,36.7 %
Norway,2013,High level gentamicin,23,23,41,87,26.4 %,26.4 %,47.1 %
Poland,2001,High level gentamicin,4,0,11,15,26.7 %,0.0 %,73.3 %
Poland,2002,High level gentamicin,3,1,11,15,20.0 %,6.7 %,73.3 %
Poland,2003,High level gentamicin,10,0,12,22,45.5 %,0.0 %,54.5 %
Poland,2004,High level gentamicin,0,0,7,7,0.0 %,0.0 %,100.0 %
Poland,2005,High level gentamicin,8,0,13,21,38.1 %,0.0 %,61.9 %
Poland,2006,High level gentamicin,3,0,17,20,15.0 %,0.0 %,85.0 %
Poland,2007,High level gentamicin,4,0,21,25,16.0 %,0.0 %,84.0 %
Poland,2008,High level gentamicin,3,0,6,9,33.3 %,0.0 %,66.7 %
Poland,2009,High level gentamicin,25,0,77,102,24.5 %,0.0 %,75.5 %
Poland,2010,High level gentamicin,34,0,63,97,35.1 %,0.0 %,64.9 %
Poland,2011,High level gentamicin,42,0,99,141,29.8 %,0.0 %,70.2 %
Poland,2012,High level gentamicin,26,0,51,77,33.8 %,0.0 %,66.2 %
Poland,2013,High level gentamicin,37,0,88,125,29.6 %,0.0 %,70.4 %
Portugal,2001,High level gentamicin,21,2,7,30,70.0 %,6.7 %,23.3 %
Portugal,2002,High level gentamicin,6,0,3,9,66.7 %,0.0 %,33.3 %
Portugal,2003,High level gentamicin,43,0,52,95,45.3 %,0.0 %,54.7 %
Portugal,2004,High level gentamicin,32,0,61,93,34.4 %,0.0 %,65.6 %
Portugal,2005,High level gentamicin,28,0,59,87,32.2 %,0.0 %,67.8 %
Portugal,2006,High level gentamicin,59,0,66,125,47.2 %,0.0 %,52.8 %
Portugal,2007,High level gentamicin,79,0,76,155,51.0 %,0.0 %,49.0 %
Portugal,2008,High level gentamicin,111,0,43,154,72.1 %,0.0 %,27.9 %
Portugal,2009,High level gentamicin,107,0,101,208,51.4 %,0.0 %,48.6 %
Portugal,2010,High level gentamicin,86,0,98,184,46.7 %,0.0 %,53.3 %
Portugal,2011,High level gentamicin,115,5,72,192,59.9 %,2.6 %,37.5 %
Portugal,2012,High level gentamicin,87,0,119,206,42.2 %,0.0 %,57.8 %
Portugal,2013,High level gentamicin,194,2,111,307,63.2 %,0.7 %,36.2 %
Romania,2002,High level gentamicin,1,0,4,5,20.0 %,0.0 %,80.0 %
Romania,2003,High level gentamicin,3,0,5,8,37.5 %,0.0 %,62.5 %
Romania,2004,High level gentamicin,0,0,2,2,0.0 %,0.0 %,100.0 %
Romania,2005,High level gentamicin,3,0,7,10,30.0 %,0.0 %,70.0 %
Romania,2006,High level gentamicin,3,0,12,15,20.0 %,0.0 %,80.0 %
Romania,2007,High level gentamicin,3,0,6,9,33.3 %,0.0 %,66.7 %
Romania,2008,High level gentamicin,2,0,2,4,50.0 %,0.0 %,50.0 %
Romania,2009,High level gentamicin,2,0,5,7,28.6 %,0.0 %,71.4 %
Romania,2012,High level gentamicin,5,0,29,34,14.7 %,0.0 %,85.3 %
Romania,2013,High level gentamicin,7,0,44,51,13.7 %,0.0 %,86.3 %
Slovakia,2001,High level gentamicin,1,0,1,2,50.0 %,0.0 %,50.0 %
Slovakia,2002,High level gentamicin,1,0,3,4,25.0 %,0.0 %,75.0 %
Slovakia,2003,High level gentamicin,4,0,6,10,40.0 %,0.0 %,60.0 %
Slovakia,2004,High level gentamicin,6,0,5,11,54.5 %,0.0 %,45.5 %
Slovakia,2005,High level gentamicin,2,0,1,3,66.7 %,0.0 %,33.3 %
Slovakia,2011,High level gentamicin,3,7,38,48,6.3 %,14.6 %,79.2 %
Slovakia,2012,High level gentamicin,1,5,36,42,2.4 %,11.9 %,85.7 %
Slovakia,2013,High level gentamicin,2,17,33,52,3.8 %,32.7 %,63.5 %
Slovenia,2001,High level gentamicin,7,0,7,14,50.0 %,0.0 %,50.0 %
Slovenia,2002,High level gentamicin,5,0,8,13,38.5 %,0.0 %,61.5 %
Slovenia,2003,High level gentamicin,4,0,18,22,18.2 %,0.0 %,81.8 %
Slovenia,2004,High level gentamicin,15,0,19,34,44.1 %,0.0 %,55.9 %
Slovenia,2005,High level gentamicin,16,0,14,30,53.3 %,0.0 %,46.7 %
Slovenia,2006,High level gentamicin,23,0,27,50,46.0 %,0.0 %,54.0 %
Slovenia,2007,High level gentamicin,24,0,41,65,36.9 %,0.0 %,63.1 %
Slovenia,2008,High level gentamicin,32,1,43,76,42.1 %,1.3 %,56.6 %
Slovenia,2009,High level gentamicin,30,1,40,71,42.3 %,1.4 %,56.3 %
Slovenia,2010,High level gentamicin,20,0,39,59,33.9 %,0.0 %,66.1 %
Slovenia,2011,High level gentamicin,27,1,55,83,32.5 %,1.2 %,66.3 %
Slovenia,2012,High level gentamicin,35,0,60,95,36.8 %,0.0 %,63.2 %
Slovenia,2013,High level gentamicin,41,0,61,102,40.2 %,0.0 %,59.8 %
Spain,2001,High level gentamicin,35,0,5,40,87.5 %,0.0 %,12.5 %
Spain,2002,High level gentamicin,72,0,14,86,83.7 %,0.0 %,16.3 %
Spain,2003,High level gentamicin,101,0,12,113,89.4 %,0.0 %,10.6 %
Spain,2004,High level gentamicin,103,0,21,124,83.1 %,0.0 %,16.9 %
Spain,2005,High level gentamicin,114,0,21,135,84.4 %,0.0 %,15.6 %
Spain,2006,High level gentamicin,138,0,36,174,79.3 %,0.0 %,20.7 %
Spain,2007,High level gentamicin,129,0,85,214,60.3 %,0.0 %,39.7 %
Spain,2008,High level gentamicin,182,0,97,279,65.2 %,0.0 %,34.8 %
Spain,2009,High level gentamicin,207,0,126,333,62.2 %,0.0 %,37.8 %
Spain,2010,High level gentamicin,335,0,121,456,73.5 %,0.0 %,26.5 %
Spain,2011,High level gentamicin,408,1,124,533,76.5 %,0.2 %,23.3 %
Spain,2012,High level gentamicin,359,2,125,486,73.9 %,0.4 %,25.7 %
Spain,2013,High level gentamicin,341,1,192,534,63.9 %,0.2 %,36.0 %
Sweden,2003,High level gentamicin,151,0,19,170,88.8 %,0.0 %,11.2 %
Sweden,2004,High level gentamicin,211,0,16,227,93.0 %,0.0 %,7.0 %
Sweden,2005,High level gentamicin,201,1,9,211,95.3 %,0.5 %,4.3 %
Sweden,2006,High level gentamicin,251,1,34,286,87.8 %,0.3 %,11.9 %
Sweden,2007,High level gentamicin,225,0,38,263,85.6 %,0.0 %,14.4 %
Sweden,2008,High level gentamicin,249,0,82,331,75.2 %,0.0 %,24.8 %
Sweden,2012,High level gentamicin,15,0,0,15,100.0 %,0.0 %,0.0 %
Sweden,2013,High level gentamicin,182,0,90,272,66.9 %,0.0 %,33.1 %
United Kingdom,2005,High level gentamicin,7,0,8,15,46.7 %,0.0 %,53.3 %
United Kingdom,2006,High level gentamicin,18,0,4,22,81.8 %,0.0 %,18.2 %
United Kingdom,2007,High level gentamicin,13,0,7,20,65.0 %,0.0 %,35.0 %
United Kingdom,2008,High level gentamicin,14,0,1,15,93.3 %,0.0 %,6.7 %
United Kingdom,2009,High level gentamicin,21,0,13,34,61.8 %,0.0 %,38.2 %
United Kingdom,2010,High level gentamicin,27,0,12,39,69.2 %,0.0 %,30.8 %
United Kingdom,2011,High level gentamicin,16,0,20,36,44.4 %,0.0 %,55.6 %
United Kingdom,2012,High level gentamicin,36,0,42,78,46.2 %,0.0 %,53.8 %
United Kingdom,2013,High level gentamicin,45,0,56,101,44.6 %,0.0 %,55.4 %
