Country,Year,Antibiotic_Group,S,I,R,TotalN,pS,pI,pR
France,2012,High level gentamicin,1056,217,255,1528,69.1 %,14.2 %,16.7 %
France,2013,High level gentamicin,1089,309,241,1639,66.4 %,18.9 %,14.7 %
Germany,2001,High level gentamicin,52,1,24,77,67.5 %,1.3 %,31.2 %
Germany,2002,High level gentamicin,23,2,18,43,53.5 %,4.7 %,41.9 %
Germany,2003,High level gentamicin,34,0,30,64,53.1 %,0.0 %,46.9 %
Germany,2004,High level gentamicin,66,0,47,113,58.4 %,0.0 %,41.6 %
Germany,2005,High level gentamicin,54,0,28,82,65.9 %,0.0 %,34.1 %
Germany,2006,High level gentamicin,39,0,16,55,70.9 %,0.0 %,29.1 %
Germany,2007,High level gentamicin,76,3,159,238,31.9 %,1.3 %,66.8 %
Germany,2008,High level gentamicin,116,0,75,191,60.7 %,0.0 %,39.3 %
Germany,2009,High level gentamicin,272,0,178,450,60.4 %,0.0 %,39.6 %
Germany,2010,High level gentamicin,243,0,214,457,53.2 %,0.0 %,46.8 %
Germany,2011,High level gentamicin,341,0,237,578,59.0 %,0.0 %,41.0 %
Germany,2012,High level gentamicin,438,0,242,680,64.4 %,0.0 %,35.6 %
Germany,2013,High level gentamicin,490,0,317,807,60.7 %,0.0 %,39.3 %
Greece,2000,High level gentamicin,24,0,26,50,48.0 %,0.0 %,52.0 %
Greece,2001,High level gentamicin,44,0,56,100,44.0 %,0.0 %,56.0 %
Greece,2002,High level gentamicin,51,0,77,128,39.8 %,0.0 %,60.2 %
Greece,2003,High level gentamicin,90,0,97,187,48.1 %,0.0 %,51.9 %
Greece,2004,High level gentamicin,130,0,184,314,41.4 %,0.0 %,58.6 %
Greece,2005,High level gentamicin,208,0,240,448,46.4 %,0.0 %,53.6 %
Greece,2006,High level gentamicin,223,0,301,524,42.6 %,0.0 %,57.4 %
Greece,2007,High level gentamicin,185,0,338,523,35.4 %,0.0 %,64.6 %
Greece,2008,High level gentamicin,280,1,309,590,47.5 %,0.2 %,52.4 %
Greece,2009,High level gentamicin,212,0,335,547,38.8 %,0.0 %,61.2 %
Greece,2010,High level gentamicin,356,0,264,620,57.4 %,0.0 %,42.6 %
Greece,2011,High level gentamicin,405,4,244,653,62.0 %,0.6 %,37.4 %
Greece,2012,High level gentamicin,477,1,189,667,71.5 %,0.1 %,28.3 %
Greece,2013,High level gentamicin,419,0,129,548,76.5 %,0.0 %,23.5 %
Hungary,2002,High level gentamicin,0,0,16,16,0.0 %,0.0 %,100.0 %
Hungary,2003,High level gentamicin,0,9,60,69,0.0 %,13.0 %,87.0 %
Hungary,2004,High level gentamicin,93,1,123,217,42.9 %,0.5 %,56.7 %
Hungary,2005,High level gentamicin,229,0,170,399,57.4 %,0.0 %,42.6 %
Hungary,2006,High level gentamicin,216,0,192,408,52.9 %,0.0 %,47.1 %
Hungary,2007,High level gentamicin,177,0,164,341,51.9 %,0.0 %,48.1 %
Hungary,2008,High level gentamicin,169,0,188,357,47.3 %,0.0 %,52.7 %
Hungary,2009,High level gentamicin,182,0,186,368,49.5 %,0.0 %,50.5 %
Hungary,2010,High level gentamicin,238,0,248,486,49.0 %,0.0 %,51.0 %
Hungary,2011,High level gentamicin,237,0,224,461,51.4 %,0.0 %,48.6 %
Hungary,2012,High level gentamicin,198,0,254,452,43.8 %,0.0 %,56.2 %
Hungary,2013,High level gentamicin,291,0,311,602,48.3 %,0.0 %,51.7 %
Iceland,2001,High level gentamicin,12,0,1,13,92.3 %,0.0 %,7.7 %
Iceland,2002,High level gentamicin,17,0,1,18,94.4 %,0.0 %,5.6 %
Iceland,2003,High level gentamicin,15,0,0,15,100.0 %,0.0 %,0.0 %
Iceland,2004,High level gentamicin,18,0,1,19,94.7 %,0.0 %,5.3 %
Iceland,2005,High level gentamicin,20,0,0,20,100.0 %,0.0 %,0.0 %
Iceland,2006,High level gentamicin,30,0,1,31,96.8 %,0.0 %,3.2 %
Iceland,2007,High level gentamicin,13,0,2,15,86.7 %,0.0 %,13.3 %
Iceland,2008,High level gentamicin,7,0,3,10,70.0 %,0.0 %,30.0 %
Iceland,2009,High level gentamicin,22,0,4,26,84.6 %,0.0 %,15.4 %
Iceland,2010,High level gentamicin,13,0,2,15,86.7 %,0.0 %,13.3 %
Iceland,2011,High level gentamicin,19,0,0,19,100.0 %,0.0 %,0.0 %
Iceland,2012,High level gentamicin,15,0,2,17,88.2 %,0.0 %,11.8 %
Iceland,2013,High level gentamicin,10,0,5,15,66.7 %,0.0 %,33.3 %
Ireland,2002,High level gentamicin,31,0,20,51,60.8 %,0.0 %,39.2 %
Ireland,2003,High level gentamicin,115,4,55,174,66.1 %,2.3 %,31.6 %
Ireland,2004,High level gentamicin,122,0,89,211,57.8 %,0.0 %,42.2 %
Ireland,2005,High level gentamicin,135,4,101,240,56.3 %,1.7 %,42.1 %
Ireland,2006,High level gentamicin,140,1,105,246,56.9 %,0.4 %,42.7 %
Ireland,2007,High level gentamicin,154,0,93,247,62.3 %,0.0 %,37.7 %
Ireland,2008,High level gentamicin,192,0,85,277,69.3 %,0.0 %,30.7 %
Ireland,2009,High level gentamicin,171,0,89,260,65.8 %,0.0 %,34.2 %
Ireland,2010,High level gentamicin,189,2,77,268,70.5 %,0.7 %,28.7 %
Ireland,2011,High level gentamicin,171,0,73,244,70.1 %,0.0 %,29.9 %
Ireland,2012,High level gentamicin,187,1,91,279,67.0 %,0.4 %,32.6 %
Ireland,2013,High level gentamicin,188,0,89,277,67.9 %,0.0 %,32.1 %
Italy,2001,High level gentamicin,95,1,44,140,67.9 %,0.7 %,31.4 %
Italy,2002,High level gentamicin,180,5,111,296,60.8 %,1.7 %,37.5 %
Italy,2003,High level gentamicin,228,4,151,383,59.5 %,1.0 %,39.4 %
Italy,2004,High level gentamicin,228,2,128,358,63.7 %,0.6 %,35.8 %
Italy,2005,High level gentamicin,268,0,165,433,61.9 %,0.0 %,38.1 %
Italy,2006,High level gentamicin,251,0,154,405,62.0 %,0.0 %,38.0 %
Italy,2007,High level gentamicin,211,0,134,345,61.2 %,0.0 %,38.8 %
Italy,2008,High level gentamicin,134,0,120,254,52.8 %,0.0 %,47.2 %
Italy,2009,High level gentamicin,69,0,67,136,50.7 %,0.0 %,49.3 %
Italy,2010,High level gentamicin,191,0,189,380,50.3 %,0.0 %,49.7 %
Italy,2011,High level gentamicin,164,1,165,330,49.7 %,0.3 %,50.0 %
Italy,2012,High level gentamicin,148,0,153,301,49.2 %,0.0 %,50.8 %
Italy,2013,High level gentamicin,313,1,270,584,53.6 %,0.2 %,46.2 %
Latvia,2006,High level gentamicin,15,0,15,30,50.0 %,0.0 %,50.0 %
Latvia,2008,High level gentamicin,8,0,3,11,72.7 %,0.0 %,27.3 %
Latvia,2009,High level gentamicin,16,0,10,26,61.5 %,0.0 %,38.5 %
Latvia,2010,High level gentamicin,19,1,18,38,50.0 %,2.6 %,47.4 %
Latvia,2011,High level gentamicin,25,0,9,34,73.5 %,0.0 %,26.5 %
Latvia,2012,High level gentamicin,39,0,16,55,70.9 %,0.0 %,29.1 %
Latvia,2013,High level gentamicin,20,1,33,54,37.0 %,1.9 %,61.1 %
Lithuania,2006,High level gentamicin,7,0,7,14,50.0 %,0.0 %,50.0 %
Lithuania,2007,High level gentamicin,21,1,15,37,56.8 %,2.7 %,40.5 %
Lithuania,2008,High level gentamicin,28,0,14,42,66.7 %,0.0 %,33.3 %
Lithuania,2009,High level gentamicin,16,0,15,31,51.6 %,0.0 %,48.4 %
Lithuania,2010,High level gentamicin,17,0,12,29,58.6 %,0.0 %,41.4 %
Lithuania,2011,High level gentamicin,27,0,21,48,56.3 %,0.0 %,43.8 %
Lithuania,2012,High level gentamicin,29,0,30,59,49.2 %,0.0 %,50.8 %
Lithuania,2013,High level gentamicin,20,0,24,44,45.5 %,0.0 %,54.5 %
Luxembourg,2001,High level gentamicin,11,3,2,16,68.8 %,18.8 %,12.5 %
Luxembourg,2002,High level gentamicin,9,1,2,12,75.0 %,8.3 %,16.7 %
Luxembourg,2003,High level gentamicin,22,1,11,34,64.7 %,2.9 %,32.4 %
Luxembourg,2004,High level gentamicin,17,1,4,22,77.3 %,4.5 %,18.2 %
Luxembourg,2005,High level gentamicin,13,0,4,17,76.5 %,0.0 %,23.5 %
Luxembourg,2006,High level gentamicin,17,0,8,25,68.0 %,0.0 %,32.0 %
Luxembourg,2007,High level gentamicin,5,0,4,9,55.6 %,0.0 %,44.4 %
Luxembourg,2008,High level gentamicin,30,0,6,36,83.3 %,0.0 %,16.7 %
Luxembourg,2009,High level gentamicin,22,1,9,32,68.8 %,3.1 %,28.1 %
Luxembourg,2010,High level gentamicin,19,0,16,35,54.3 %,0.0 %,45.7 %
Luxembourg,2011,High level gentamicin,15,0,12,27,55.6 %,0.0 %,44.4 %
Luxembourg,2012,High level gentamicin,35,0,10,45,77.8 %,0.0 %,22.2 %
Luxembourg,2013,High level gentamicin,26,0,10,36,72.2 %,0.0 %,27.8 %
Malta,2001,High level gentamicin,1,9,1,11,9.1 %,81.8 %,9.1 %
Malta,2002,High level gentamicin,0,25,5,30,0.0 %,83.3 %,16.7 %
Malta,2003,High level gentamicin,1,11,5,17,5.9 %,64.7 %,29.4 %
Malta,2004,High level gentamicin,0,14,11,25,0.0 %,56.0 %,44.0 %
Malta,2005,High level gentamicin,0,15,7,22,0.0 %,68.2 %,31.8 %
Netherlands,2001,High level gentamicin,23,0,11,34,67.6 %,0.0 %,32.4 %
Netherlands,2002,High level gentamicin,50,4,35,89,56.2 %,4.5 %,39.3 %
Netherlands,2003,High level gentamicin,63,2,26,91,69.2 %,2.2 %,28.6 %
Netherlands,2004,High level gentamicin,77,4,48,129,59.7 %,3.1 %,37.2 %
Netherlands,2005,High level gentamicin,132,2,82,216,61.1 %,0.9 %,38.0 %
Netherlands,2006,High level gentamicin,188,4,76,268,70.1 %,1.5 %,28.4 %
Netherlands,2007,High level gentamicin,151,5,96,252,59.9 %,2.0 %,38.1 %
Netherlands,2008,High level gentamicin,122,2,63,187,65.2 %,1.1 %,33.7 %
Netherlands,2009,High level gentamicin,132,0,58,190,69.5 %,0.0 %,30.5 %
Netherlands,2010,High level gentamicin,198,0,100,298,66.4 %,0.0 %,33.6 %
Netherlands,2011,High level gentamicin,242,0,121,363,66.7 %,0.0 %,33.3 %
Netherlands,2012,High level gentamicin,197,2,88,287,68.6 %,0.7 %,30.7 %
Netherlands,2013,High level gentamicin,203,1,75,279,72.8 %,0.4 %,26.9 %
Norway,1999,High level gentamicin,9,1,3,13,69.2 %,7.7 %,23.1 %
Norway,2000,High level gentamicin,7,1,1,9,77.8 %,11.1 %,11.1 %
Norway,2001,High level gentamicin,8,6,10,24,33.3 %,25.0 %,41.7 %
Norway,2002,High level gentamicin,17,6,10,33,51.5 %,18.2 %,30.3 %
Norway,2003,High level gentamicin,8,10,11,29,27.6 %,34.5 %,37.9 %
Norway,2004,High level gentamicin,14,10,9,33,42.4 %,30.3 %,27.3 %
Norway,2005,High level gentamicin,59,22,38,119,49.6 %,18.5 %,31.9 %
Norway,2006,High level gentamicin,60,12,35,107,56.1 %,11.2 %,32.7 %
Norway,2007,High level gentamicin,91,16,55,162,56.2 %,9.9 %,34.0 %
Norway,2008,High level gentamicin,84,56,58,198,42.4 %,28.3 %,29.3 %
Norway,2009,High level gentamicin,0,162,90,252,0.0 %,64.3 %,35.7 %
Norway,2010,High level gentamicin,60,84,74,218,27.5 %,38.5 %,33.9 %
Norway,2011,High level gentamicin,17,73,25,115,14.8 %,63.5 %,21.7 %
Norway,2012,High level gentamicin,20,66,37,123,16.3 %,53.7 %,30.1 %
Norway,2013,High level gentamicin,47,76,45,168,28.0 %,45.2 %,26.8 %
Poland,2001,High level gentamicin,20,0,15,35,57.1 %,0.0 %,42.9 %
Poland,2002,High level gentamicin,24,0,17,41,58.5 %,0.0 %,41.5 %
Poland,2003,High level gentamicin,22,0,20,42,52.4 %,0.0 %,47.6 %
Poland,2004,High level gentamicin,30,0,15,45,66.7 %,0.0 %,33.3 %
Poland,2005,High level gentamicin,17,0,16,33,51.5 %,0.0 %,48.5 %
Poland,2006,High level gentamicin,24,0,24,48,50.0 %,0.0 %,50.0 %
Poland,2007,High level gentamicin,25,0,21,46,54.3 %,0.0 %,45.7 %
Poland,2008,High level gentamicin,12,0,5,17,70.6 %,0.0 %,29.4 %
Poland,2009,High level gentamicin,100,0,63,163,61.3 %,0.0 %,38.7 %
Poland,2010,High level gentamicin,101,0,57,158,63.9 %,0.0 %,36.1 %
Poland,2011,High level gentamicin,97,1,92,190,51.1 %,0.5 %,48.4 %
Poland,2012,High level gentamicin,66,0,56,122,54.1 %,0.0 %,45.9 %
Poland,2013,High level gentamicin,101,0,83,184,54.9 %,0.0 %,45.1 %
Portugal,2001,High level gentamicin,96,0,41,137,70.1 %,0.0 %,29.9 %
Portugal,2002,High level gentamicin,24,0,8,32,75.0 %,0.0 %,25.0 %
Portugal,2003,High level gentamicin,168,0,86,254,66.1 %,0.0 %,33.9 %
Portugal,2004,High level gentamicin,183,0,75,258,70.9 %,0.0 %,29.1 %
Portugal,2005,High level gentamicin,178,1,109,288,61.8 %,0.3 %,37.8 %
Portugal,2006,High level gentamicin,176,1,121,298,59.1 %,0.3 %,40.6 %
Portugal,2007,High level gentamicin,203,2,144,349,58.2 %,0.6 %,41.3 %
Portugal,2008,High level gentamicin,196,0,149,345,56.8 %,0.0 %,43.2 %
Portugal,2009,High level gentamicin,276,0,144,420,65.7 %,0.0 %,34.3 %
Portugal,2010,High level gentamicin,231,0,148,379,60.9 %,0.0 %,39.1 %
Portugal,2011,High level gentamicin,257,26,120,403,63.8 %,6.5 %,29.8 %
Portugal,2012,High level gentamicin,198,0,149,347,57.1 %,0.0 %,42.9 %
Portugal,2013,High level gentamicin,341,1,203,545,62.6 %,0.2 %,37.2 %
Romania,2002,High level gentamicin,3,0,2,5,60.0 %,0.0 %,40.0 %
Romania,2003,High level gentamicin,3,0,1,4,75.0 %,0.0 %,25.0 %
Romania,2004,High level gentamicin,5,0,0,5,100.0 %,0.0 %,0.0 %
Romania,2005,High level gentamicin,2,0,2,4,50.0 %,0.0 %,50.0 %
Romania,2006,High level gentamicin,11,0,2,13,84.6 %,0.0 %,15.4 %
Romania,2007,High level gentamicin,2,0,2,4,50.0 %,0.0 %,50.0 %
Romania,2008,High level gentamicin,7,0,2,9,77.8 %,0.0 %,22.2 %
Romania,2009,High level gentamicin,7,0,5,12,58.3 %,0.0 %,41.7 %
Romania,2012,High level gentamicin,21,1,29,51,41.2 %,2.0 %,56.9 %
Romania,2013,High level gentamicin,33,0,47,80,41.3 %,0.0 %,58.8 %
Slovakia,2001,High level gentamicin,5,0,7,12,41.7 %,0.0 %,58.3 %
Slovakia,2002,High level gentamicin,45,0,23,68,66.2 %,0.0 %,33.8 %
Slovakia,2003,High level gentamicin,36,0,19,55,65.5 %,0.0 %,34.5 %
Slovakia,2004,High level gentamicin,32,0,19,51,62.7 %,0.0 %,37.3 %
Slovakia,2005,High level gentamicin,15,0,10,25,60.0 %,0.0 %,40.0 %
Slovakia,2011,High level gentamicin,5,90,94,189,2.6 %,47.6 %,49.7 %
Slovakia,2012,High level gentamicin,2,87,90,179,1.1 %,48.6 %,50.3 %
Slovakia,2013,High level gentamicin,8,81,120,209,3.8 %,38.8 %,57.4 %
Slovenia,2001,High level gentamicin,25,1,14,40,62.5 %,2.5 %,35.0 %
Slovenia,2002,High level gentamicin,16,0,16,32,50.0 %,0.0 %,50.0 %
Slovenia,2003,High level gentamicin,27,0,26,53,50.9 %,0.0 %,49.1 %
Slovenia,2004,High level gentamicin,36,0,21,57,63.2 %,0.0 %,36.8 %
Slovenia,2005,High level gentamicin,48,0,41,89,53.9 %,0.0 %,46.1 %
Slovenia,2006,High level gentamicin,56,1,38,95,58.9 %,1.1 %,40.0 %
Slovenia,2007,High level gentamicin,57,2,59,118,48.3 %,1.7 %,50.0 %
Slovenia,2008,High level gentamicin,72,0,48,120,60.0 %,0.0 %,40.0 %
Slovenia,2009,High level gentamicin,72,0,55,127,56.7 %,0.0 %,43.3 %
Slovenia,2010,High level gentamicin,76,2,59,137,55.5 %,1.5 %,43.1 %
Slovenia,2011,High level gentamicin,78,2,45,125,62.4 %,1.6 %,36.0 %
Slovenia,2012,High level gentamicin,83,1,45,129,64.3 %,0.8 %,34.9 %
Slovenia,2013,High level gentamicin,96,3,47,146,65.8 %,2.1 %,32.2 %
Spain,2001,High level gentamicin,116,0,55,171,67.8 %,0.0 %,32.2 %
Spain,2002,High level gentamicin,264,0,157,421,62.7 %,0.0 %,37.3 %
Spain,2003,High level gentamicin,282,0,159,441,63.9 %,0.0 %,36.1 %
Spain,2004,High level gentamicin,366,0,206,572,64.0 %,0.0 %,36.0 %
Spain,2005,High level gentamicin,303,0,171,474,63.9 %,0.0 %,36.1 %
Spain,2006,High level gentamicin,370,0,205,575,64.3 %,0.0 %,35.7 %
Spain,2007,High level gentamicin,378,0,270,648,58.3 %,0.0 %,41.7 %
Spain,2008,High level gentamicin,411,0,283,694,59.2 %,0.0 %,40.8 %
Spain,2009,High level gentamicin,420,0,315,735,57.1 %,0.0 %,42.9 %
Spain,2010,High level gentamicin,568,0,391,959,59.2 %,0.0 %,40.8 %
Spain,2011,High level gentamicin,554,3,360,917,60.4 %,0.3 %,39.3 %
Spain,2012,High level gentamicin,524,18,336,878,59.7 %,2.1 %,38.3 %
Spain,2013,High level gentamicin,511,5,383,899,56.8 %,0.6 %,42.6 %
Sweden,2003,High level gentamicin,363,4,73,440,82.5 %,0.9 %,16.6 %
Sweden,2004,High level gentamicin,450,0,83,533,84.4 %,0.0 %,15.6 %
Sweden,2005,High level gentamicin,392,7,93,492,79.7 %,1.4 %,18.9 %
Sweden,2006,High level gentamicin,449,0,112,561,80.0 %,0.0 %,20.0 %
Sweden,2007,High level gentamicin,527,3,102,632,83.4 %,0.5 %,16.1 %
Sweden,2008,High level gentamicin,562,0,141,703,79.9 %,0.0 %,20.1 %
Sweden,2012,High level gentamicin,30,0,1,31,96.8 %,0.0 %,3.2 %
Sweden,2013,High level gentamicin,506,0,99,605,83.6 %,0.0 %,16.4 %
United Kingdom,2005,High level gentamicin,17,0,15,32,53.1 %,0.0 %,46.9 %
United Kingdom,2006,High level gentamicin,43,0,47,90,47.8 %,0.0 %,52.2 %
United Kingdom,2007,High level gentamicin,42,0,19,61,68.9 %,0.0 %,31.1 %
United Kingdom,2008,High level gentamicin,28,0,20,48,58.3 %,0.0 %,41.7 %
United Kingdom,2009,High level gentamicin,41,0,25,66,62.1 %,0.0 %,37.9 %
United Kingdom,2010,High level gentamicin,37,0,24,61,60.7 %,0.0 %,39.3 %
United Kingdom,2011,High level gentamicin,63,0,12,75,84.0 %,0.0 %,16.0 %
United Kingdom,2012,High level gentamicin,95,0,40,135,70.4 %,0.0 %,29.6 %
United Kingdom,2013,High level gentamicin,94,0,42,136,69.1 %,0.0 %,30.9 %
