Country,Year,Antibiotic_Group,S,I,R,TotalN,pS,pI,pR
Ireland,2011,Fluoroquinolones,160,8,11,179,89.4 %,4.5 %,6.1 %
Ireland,2012,Fluoroquinolones,171,12,32,215,79.5 %,5.6 %,14.9 %
Ireland,2013,Fluoroquinolones,173,7,25,205,84.4 %,3.4 %,12.2 %
Italy,2006,Fluoroquinolones,104,13,66,183,56.8 %,7.1 %,36.1 %
Italy,2007,Fluoroquinolones,112,7,65,184,60.9 %,3.8 %,35.3 %
Italy,2008,Fluoroquinolones,101,4,60,165,61.2 %,2.4 %,36.4 %
Italy,2009,Fluoroquinolones,106,6,81,193,54.9 %,3.1 %,42.0 %
Italy,2010,Fluoroquinolones,295,27,145,467,63.2 %,5.8 %,31.0 %
Italy,2011,Fluoroquinolones,223,12,83,318,70.1 %,3.8 %,26.1 %
Italy,2012,Fluoroquinolones,430,33,212,675,63.7 %,4.9 %,31.4 %
Italy,2013,Fluoroquinolones,519,32,222,773,67.1 %,4.1 %,28.7 %
Latvia,2006,Fluoroquinolones,9,1,5,15,60.0 %,6.7 %,33.3 %
Latvia,2007,Fluoroquinolones,14,0,2,16,87.5 %,0.0 %,12.5 %
Latvia,2008,Fluoroquinolones,6,0,5,11,54.5 %,0.0 %,45.5 %
Latvia,2009,Fluoroquinolones,12,3,2,17,70.6 %,17.6 %,11.8 %
Latvia,2010,Fluoroquinolones,17,0,4,21,81.0 %,0.0 %,19.0 %
Latvia,2011,Fluoroquinolones,8,1,3,12,66.7 %,8.3 %,25.0 %
Latvia,2012,Fluoroquinolones,12,2,4,18,66.7 %,11.1 %,22.2 %
Latvia,2013,Fluoroquinolones,19,0,6,25,76.0 %,0.0 %,24.0 %
Lithuania,2006,Fluoroquinolones,7,0,6,13,53.8 %,0.0 %,46.2 %
Lithuania,2007,Fluoroquinolones,13,0,8,21,61.9 %,0.0 %,38.1 %
Lithuania,2008,Fluoroquinolones,13,0,7,20,65.0 %,0.0 %,35.0 %
Lithuania,2009,Fluoroquinolones,14,0,7,21,66.7 %,0.0 %,33.3 %
Lithuania,2010,Fluoroquinolones,25,1,5,31,80.6 %,3.2 %,16.1 %
Lithuania,2011,Fluoroquinolones,24,1,5,30,80.0 %,3.3 %,16.7 %
Lithuania,2012,Fluoroquinolones,23,2,3,28,82.1 %,7.1 %,10.7 %
Lithuania,2013,Fluoroquinolones,31,2,4,37,83.8 %,5.4 %,10.8 %
Luxembourg,2005,Fluoroquinolones,1,0,0,1,100.0 %,0.0 %,0.0 %
Luxembourg,2006,Fluoroquinolones,18,0,2,20,90.0 %,0.0 %,10.0 %
Luxembourg,2007,Fluoroquinolones,23,0,13,36,63.9 %,0.0 %,36.1 %
Luxembourg,2008,Fluoroquinolones,28,0,5,33,84.8 %,0.0 %,15.2 %
Luxembourg,2009,Fluoroquinolones,29,2,4,35,82.9 %,5.7 %,11.4 %
Luxembourg,2010,Fluoroquinolones,25,0,7,32,78.1 %,0.0 %,21.9 %
Luxembourg,2011,Fluoroquinolones,26,0,6,32,81.3 %,0.0 %,18.8 %
Luxembourg,2012,Fluoroquinolones,25,0,6,31,80.6 %,0.0 %,19.4 %
Luxembourg,2013,Fluoroquinolones,25,2,7,34,73.5 %,5.9 %,20.6 %
Malta,2005,Fluoroquinolones,25,0,20,45,55.6 %,0.0 %,44.4 %
Malta,2006,Fluoroquinolones,37,1,12,50,74.0 %,2.0 %,24.0 %
Malta,2007,Fluoroquinolones,32,0,4,36,88.9 %,0.0 %,11.1 %
Malta,2008,Fluoroquinolones,25,0,6,31,80.6 %,0.0 %,19.4 %
Malta,2009,Fluoroquinolones,45,0,13,58,77.6 %,0.0 %,22.4 %
Malta,2010,Fluoroquinolones,31,1,10,42,73.8 %,2.4 %,23.8 %
Malta,2011,Fluoroquinolones,33,1,8,42,78.6 %,2.4 %,19.0 %
Malta,2012,Fluoroquinolones,31,0,0,31,100.0 %,0.0 %,0.0 %
Malta,2013,Fluoroquinolones,22,1,2,25,88.0 %,4.0 %,8.0 %
Netherlands,2005,Fluoroquinolones,176,6,18,200,88.0 %,3.0 %,9.0 %
Netherlands,2006,Fluoroquinolones,286,8,28,322,88.8 %,2.5 %,8.7 %
Netherlands,2007,Fluoroquinolones,305,15,18,338,90.2 %,4.4 %,5.3 %
Netherlands,2008,Fluoroquinolones,310,7,28,345,89.9 %,2.0 %,8.1 %
Netherlands,2009,Fluoroquinolones,207,7,16,230,90.0 %,3.0 %,7.0 %
Netherlands,2010,Fluoroquinolones,350,9,16,375,93.3 %,2.4 %,4.3 %
Netherlands,2011,Fluoroquinolones,390,13,31,434,89.9 %,3.0 %,7.1 %
Netherlands,2012,Fluoroquinolones,360,11,24,395,91.1 %,2.8 %,6.1 %
Netherlands,2013,Fluoroquinolones,337,10,23,370,91.1 %,2.7 %,6.2 %
Norway,1999,Fluoroquinolones,7,0,1,8,87.5 %,0.0 %,12.5 %
Norway,2000,Fluoroquinolones,6,0,0,6,100.0 %,0.0 %,0.0 %
Norway,2001,Fluoroquinolones,9,1,1,11,81.8 %,9.1 %,9.1 %
Norway,2002,Fluoroquinolones,20,1,0,21,95.2 %,4.8 %,0.0 %
Norway,2003,Fluoroquinolones,21,1,1,23,91.3 %,4.3 %,4.3 %
Norway,2004,Fluoroquinolones,18,0,1,19,94.7 %,0.0 %,5.3 %
Norway,2005,Fluoroquinolones,84,1,4,89,94.4 %,1.1 %,4.5 %
Norway,2006,Fluoroquinolones,83,1,8,92,90.2 %,1.1 %,8.7 %
Norway,2007,Fluoroquinolones,92,4,7,103,89.3 %,3.9 %,6.8 %
Norway,2008,Fluoroquinolones,135,9,4,148,91.2 %,6.1 %,2.7 %
Norway,2009,Fluoroquinolones,153,5,4,162,94.4 %,3.1 %,2.5 %
Norway,2010,Fluoroquinolones,156,3,6,165,94.5 %,1.8 %,3.6 %
Norway,2011,Fluoroquinolones,138,1,8,147,93.9 %,0.7 %,5.4 %
Norway,2012,Fluoroquinolones,190,7,12,209,90.9 %,3.3 %,5.7 %
Norway,2013,Fluoroquinolones,178,9,18,205,86.8 %,4.4 %,8.8 %
Poland,2005,Fluoroquinolones,18,0,8,26,69.2 %,0.0 %,30.8 %
Poland,2006,Fluoroquinolones,21,1,15,37,56.8 %,2.7 %,40.5 %
Poland,2007,Fluoroquinolones,40,2,25,67,59.7 %,3.0 %,37.3 %
Poland,2008,Fluoroquinolones,7,0,1,8,87.5 %,0.0 %,12.5 %
Poland,2009,Fluoroquinolones,105,6,38,149,70.5 %,4.0 %,25.5 %
Poland,2010,Fluoroquinolones,111,3,44,158,70.3 %,1.9 %,27.8 %
Poland,2011,Fluoroquinolones,133,2,59,194,68.6 %,1.0 %,30.4 %
Poland,2012,Fluoroquinolones,126,3,47,176,71.6 %,1.7 %,26.7 %
Poland,2013,Fluoroquinolones,126,11,57,194,64.9 %,5.7 %,29.4 %
Portugal,2006,Fluoroquinolones,206,5,55,266,77.4 %,1.9 %,20.7 %
Portugal,2007,Fluoroquinolones,258,13,64,335,77.0 %,3.9 %,19.1 %
Portugal,2008,Fluoroquinolones,338,14,106,458,73.8 %,3.1 %,23.1 %
Portugal,2009,Fluoroquinolones,401,10,106,517,77.6 %,1.9 %,20.5 %
Portugal,2010,Fluoroquinolones,408,17,108,533,76.5 %,3.2 %,20.3 %
Portugal,2011,Fluoroquinolones,372,12,132,516,72.1 %,2.3 %,25.6 %
Portugal,2012,Fluoroquinolones,416,21,150,587,70.9 %,3.6 %,25.6 %
Portugal,2013,Fluoroquinolones,536,23,176,735,72.9 %,3.1 %,23.9 %
Romania,2005,Fluoroquinolones,8,0,14,22,36.4 %,0.0 %,63.6 %
Romania,2006,Fluoroquinolones,2,0,1,3,66.7 %,0.0 %,33.3 %
Romania,2007,Fluoroquinolones,3,0,1,4,75.0 %,0.0 %,25.0 %
Romania,2008,Fluoroquinolones,6,0,2,8,75.0 %,0.0 %,25.0 %
Romania,2009,Fluoroquinolones,9,0,4,13,69.2 %,0.0 %,30.8 %
Romania,2010,Fluoroquinolones,4,0,5,9,44.4 %,0.0 %,55.6 %
Romania,2011,Fluoroquinolones,3,0,6,9,33.3 %,0.0 %,66.7 %
Romania,2012,Fluoroquinolones,21,0,24,45,46.7 %,0.0 %,53.3 %
Romania,2013,Fluoroquinolones,43,3,38,84,51.2 %,3.6 %,45.2 %
Slovakia,2011,Fluoroquinolones,107,3,156,266,40.2 %,1.1 %,58.6 %
Slovakia,2012,Fluoroquinolones,82,5,112,199,41.2 %,2.5 %,56.3 %
Slovakia,2013,Fluoroquinolones,130,4,152,286,45.5 %,1.4 %,53.1 %
Slovenia,2005,Fluoroquinolones,26,1,11,38,68.4 %,2.6 %,28.9 %
Slovenia,2006,Fluoroquinolones,57,0,15,72,79.2 %,0.0 %,20.8 %
Slovenia,2007,Fluoroquinolones,72,1,15,88,81.8 %,1.1 %,17.0 %
Slovenia,2008,Fluoroquinolones,70,2,23,95,73.7 %,2.1 %,24.2 %
Slovenia,2009,Fluoroquinolones,88,5,14,107,82.2 %,4.7 %,13.1 %
Slovenia,2010,Fluoroquinolones,83,3,9,95,87.4 %,3.2 %,9.5 %
Slovenia,2011,Fluoroquinolones,101,6,11,118,85.6 %,5.1 %,9.3 %
Slovenia,2012,Fluoroquinolones,112,2,20,134,83.6 %,1.5 %,14.9 %
Slovenia,2013,Fluoroquinolones,116,2,15,133,87.2 %,1.5 %,11.3 %
Spain,2005,Fluoroquinolones,57,3,10,70,81.4 %,4.3 %,14.3 %
Spain,2006,Fluoroquinolones,321,6,75,402,79.9 %,1.5 %,18.7 %
Spain,2007,Fluoroquinolones,324,14,110,448,72.3 %,3.1 %,24.6 %
Spain,2008,Fluoroquinolones,400,20,127,547,73.1 %,3.7 %,23.2 %
Spain,2009,Fluoroquinolones,394,14,136,544,72.4 %,2.6 %,25.0 %
Spain,2010,Fluoroquinolones,540,23,186,749,72.1 %,3.1 %,24.8 %
Spain,2011,Fluoroquinolones,607,28,203,838,72.4 %,3.3 %,24.2 %
Spain,2012,Fluoroquinolones,643,27,178,848,75.8 %,3.2 %,21.0 %
Spain,2013,Fluoroquinolones,603,35,187,825,73.1 %,4.2 %,22.7 %
Sweden,2005,Fluoroquinolones,121,4,8,133,91.0 %,3.0 %,6.0 %
Sweden,2006,Fluoroquinolones,228,7,12,247,92.3 %,2.8 %,4.9 %
Sweden,2007,Fluoroquinolones,243,11,17,271,89.7 %,4.1 %,6.3 %
Sweden,2008,Fluoroquinolones,246,6,14,266,92.5 %,2.3 %,5.3 %
Sweden,2012,Fluoroquinolones,6,0,2,8,75.0 %,0.0 %,25.0 %
Sweden,2013,Fluoroquinolones,486,13,32,531,91.5 %,2.4 %,6.0 %
United Kingdom,2005,Fluoroquinolones,370,8,34,412,89.8 %,1.9 %,8.3 %
United Kingdom,2006,Fluoroquinolones,299,7,25,331,90.3 %,2.1 %,7.6 %
United Kingdom,2007,Fluoroquinolones,319,2,32,353,90.4 %,0.6 %,9.1 %
United Kingdom,2008,Fluoroquinolones,284,6,24,314,90.4 %,1.9 %,7.6 %
United Kingdom,2009,Fluoroquinolones,574,6,44,624,92.0 %,1.0 %,7.1 %
United Kingdom,2010,Fluoroquinolones,524,6,38,568,92.3 %,1.1 %,6.7 %
United Kingdom,2011,Fluoroquinolones,536,13,36,585,91.6 %,2.2 %,6.2 %
United Kingdom,2012,Fluoroquinolones,626,6,32,664,94.3 %,0.9 %,4.8 %
United Kingdom,2013,Fluoroquinolones,648,22,41,711,91.1 %,3.1 %,5.8 %
