Country,Year,Antibiotic_Group,S,I,R,TotalN,pS,pI,pR
Estonia,2010,Carbapenems,30,3,9,42,71.4 %,7.1 %,21.4 %
Estonia,2011,Carbapenems,10,1,1,12,83.3 %,8.3 %,8.3 %
Estonia,2012,Carbapenems,28,0,4,32,87.5 %,0.0 %,12.5 %
Estonia,2013,Carbapenems,18,0,2,20,90.0 %,0.0 %,10.0 %
Finland,2005,Carbapenems,83,0,15,98,84.7 %,0.0 %,15.3 %
Finland,2006,Carbapenems,144,2,12,158,91.1 %,1.3 %,7.6 %
Finland,2007,Carbapenems,159,2,15,176,90.3 %,1.1 %,8.5 %
Finland,2008,Carbapenems,163,1,11,175,93.1 %,0.6 %,6.3 %
Finland,2009,Carbapenems,207,4,18,229,90.4 %,1.7 %,7.9 %
Finland,2010,Carbapenems,246,2,27,275,89.5 %,0.7 %,9.8 %
Finland,2011,Carbapenems,221,19,29,269,82.2 %,7.1 %,10.8 %
Finland,2012,Carbapenems,287,20,20,327,87.8 %,6.1 %,6.1 %
Finland,2013,Carbapenems,269,24,34,327,82.3 %,7.3 %,10.4 %
France,2005,Carbapenems,780,64,140,984,79.3 %,6.5 %,14.2 %
France,2006,Carbapenems,842,40,122,1004,83.9 %,4.0 %,12.2 %
France,2007,Carbapenems,1062,56,184,1302,81.6 %,4.3 %,14.1 %
France,2008,Carbapenems,985,64,174,1223,80.5 %,5.2 %,14.2 %
France,2009,Carbapenems,923,84,212,1219,75.7 %,6.9 %,17.4 %
France,2010,Carbapenems,914,61,211,1186,77.1 %,5.1 %,17.8 %
France,2011,Carbapenems,1216,82,324,1622,75.0 %,5.1 %,20.0 %
France,2012,Carbapenems,1336,76,310,1722,77.6 %,4.4 %,18.0 %
France,2013,Carbapenems,1455,88,319,1862,78.1 %,4.7 %,17.1 %
Germany,2004,Carbapenems,1,0,0,1,100.0 %,0.0 %,0.0 %
Germany,2005,Carbapenems,82,6,29,117,70.1 %,5.1 %,24.8 %
Germany,2006,Carbapenems,118,17,27,162,72.8 %,10.5 %,16.7 %
Germany,2007,Carbapenems,134,19,44,197,68.0 %,9.6 %,22.3 %
Germany,2008,Carbapenems,144,5,18,167,86.2 %,3.0 %,10.8 %
Germany,2009,Carbapenems,244,9,30,283,86.2 %,3.2 %,10.6 %
Germany,2010,Carbapenems,256,16,39,311,82.3 %,5.1 %,12.5 %
Germany,2011,Carbapenems,327,20,39,386,84.7 %,5.2 %,10.1 %
Germany,2012,Carbapenems,368,23,47,438,84.0 %,5.3 %,10.7 %
Germany,2013,Carbapenems,495,21,93,609,81.3 %,3.4 %,15.3 %
Greece,2005,Carbapenems,389,39,270,698,55.7 %,5.6 %,38.7 %
Greece,2006,Carbapenems,378,49,388,815,46.4 %,6.0 %,47.6 %
Greece,2007,Carbapenems,395,30,373,798,49.5 %,3.8 %,46.7 %
Greece,2008,Carbapenems,442,28,446,916,48.3 %,3.1 %,48.7 %
Greece,2009,Carbapenems,579,34,482,1095,52.9 %,3.1 %,44.0 %
Greece,2010,Carbapenems,535,33,431,999,53.6 %,3.3 %,43.1 %
Greece,2011,Carbapenems,267,147,486,900,29.7 %,16.3 %,54.0 %
Greece,2012,Carbapenems,442,32,433,907,48.7 %,3.5 %,47.7 %
Greece,2013,Carbapenems,405,40,432,877,46.2 %,4.6 %,49.3 %
Hungary,2005,Carbapenems,382,22,92,496,77.0 %,4.4 %,18.5 %
Hungary,2006,Carbapenems,431,16,86,533,80.9 %,3.0 %,16.1 %
Hungary,2007,Carbapenems,398,14,95,507,78.5 %,2.8 %,18.7 %
Hungary,2008,Carbapenems,355,11,128,494,71.9 %,2.2 %,25.9 %
Hungary,2009,Carbapenems,362,16,138,516,70.2 %,3.1 %,26.7 %
Hungary,2010,Carbapenems,456,20,159,635,71.8 %,3.1 %,25.0 %
Hungary,2011,Carbapenems,459,17,128,604,76.0 %,2.8 %,21.2 %
Hungary,2012,Carbapenems,431,18,170,619,69.6 %,2.9 %,27.5 %
Hungary,2013,Carbapenems,436,32,200,668,65.3 %,4.8 %,29.9 %
Iceland,2005,Carbapenems,12,0,1,13,92.3 %,0.0 %,7.7 %
Iceland,2006,Carbapenems,9,0,0,9,100.0 %,0.0 %,0.0 %
Iceland,2007,Carbapenems,9,2,0,11,81.8 %,18.2 %,0.0 %
Iceland,2008,Carbapenems,7,0,0,7,100.0 %,0.0 %,0.0 %
Iceland,2009,Carbapenems,15,1,0,16,93.8 %,6.3 %,0.0 %
Iceland,2010,Carbapenems,12,0,0,12,100.0 %,0.0 %,0.0 %
Iceland,2011,Carbapenems,16,0,1,17,94.1 %,0.0 %,5.9 %
Iceland,2012,Carbapenems,9,0,1,10,90.0 %,0.0 %,10.0 %
Iceland,2013,Carbapenems,10,0,1,11,90.9 %,0.0 %,9.1 %
Ireland,2005,Carbapenems,24,0,3,27,88.9 %,0.0 %,11.1 %
Ireland,2006,Carbapenems,105,3,11,119,88.2 %,2.5 %,9.2 %
Ireland,2007,Carbapenems,142,4,14,160,88.8 %,2.5 %,8.8 %
Ireland,2008,Carbapenems,162,2,11,175,92.6 %,1.1 %,6.3 %
Ireland,2009,Carbapenems,201,4,19,224,89.7 %,1.8 %,8.5 %
Ireland,2010,Carbapenems,198,4,14,216,91.7 %,1.9 %,6.5 %
Ireland,2011,Carbapenems,159,10,11,180,88.3 %,5.6 %,6.1 %
Ireland,2012,Carbapenems,174,15,24,213,81.7 %,7.0 %,11.3 %
Ireland,2013,Carbapenems,176,9,19,204,86.3 %,4.4 %,9.3 %
Italy,2006,Carbapenems,136,8,39,183,74.3 %,4.4 %,21.3 %
Italy,2007,Carbapenems,125,10,49,184,67.9 %,5.4 %,26.6 %
Italy,2008,Carbapenems,102,6,53,161,63.4 %,3.7 %,32.9 %
Italy,2009,Carbapenems,123,7,58,188,65.4 %,3.7 %,30.9 %
Italy,2010,Carbapenems,375,22,112,509,73.7 %,4.3 %,22.0 %
Italy,2011,Carbapenems,234,17,65,316,74.1 %,5.4 %,20.6 %
Italy,2012,Carbapenems,482,29,171,682,70.7 %,4.3 %,25.1 %
Italy,2013,Carbapenems,545,39,204,788,69.2 %,4.9 %,25.9 %
Latvia,2006,Carbapenems,12,2,2,16,75.0 %,12.5 %,12.5 %
Latvia,2007,Carbapenems,15,0,1,16,93.8 %,0.0 %,6.3 %
Latvia,2008,Carbapenems,6,0,4,10,60.0 %,0.0 %,40.0 %
Latvia,2009,Carbapenems,12,1,1,14,85.7 %,7.1 %,7.1 %
Latvia,2010,Carbapenems,18,0,3,21,85.7 %,0.0 %,14.3 %
Latvia,2011,Carbapenems,10,1,1,12,83.3 %,8.3 %,8.3 %
Latvia,2012,Carbapenems,16,0,2,18,88.9 %,0.0 %,11.1 %
Latvia,2013,Carbapenems,16,2,7,25,64.0 %,8.0 %,28.0 %
Lithuania,2006,Carbapenems,11,0,3,14,78.6 %,0.0 %,21.4 %
Lithuania,2007,Carbapenems,14,0,6,20,70.0 %,0.0 %,30.0 %
Lithuania,2008,Carbapenems,16,0,5,21,76.2 %,0.0 %,23.8 %
Lithuania,2009,Carbapenems,17,0,4,21,81.0 %,0.0 %,19.0 %
Lithuania,2010,Carbapenems,22,0,8,30,73.3 %,0.0 %,26.7 %
Lithuania,2011,Carbapenems,24,0,6,30,80.0 %,0.0 %,20.0 %
Lithuania,2012,Carbapenems,22,1,5,28,78.6 %,3.6 %,17.9 %
Lithuania,2013,Carbapenems,27,3,7,37,73.0 %,8.1 %,18.9 %
Luxembourg,2005,Carbapenems,1,0,0,1,100.0 %,0.0 %,0.0 %
Luxembourg,2006,Carbapenems,13,0,1,14,92.9 %,0.0 %,7.1 %
Luxembourg,2007,Carbapenems,7,1,2,10,70.0 %,10.0 %,20.0 %
Luxembourg,2008,Carbapenems,6,0,2,8,75.0 %,0.0 %,25.0 %
Luxembourg,2009,Carbapenems,28,0,5,33,84.8 %,0.0 %,15.2 %
Luxembourg,2010,Carbapenems,27,2,3,32,84.4 %,6.3 %,9.4 %
Luxembourg,2011,Carbapenems,26,1,5,32,81.3 %,3.1 %,15.6 %
Luxembourg,2012,Carbapenems,25,4,2,31,80.6 %,12.9 %,6.5 %
Luxembourg,2013,Carbapenems,25,3,6,34,73.5 %,8.8 %,17.6 %
Malta,2005,Carbapenems,36,1,8,45,80.0 %,2.2 %,17.8 %
Malta,2006,Carbapenems,40,0,10,50,80.0 %,0.0 %,20.0 %
Malta,2007,Carbapenems,32,0,4,36,88.9 %,0.0 %,11.1 %
Malta,2008,Carbapenems,20,1,9,30,66.7 %,3.3 %,30.0 %
Malta,2009,Carbapenems,45,1,12,58,77.6 %,1.7 %,20.7 %
Malta,2010,Carbapenems,31,1,10,42,73.8 %,2.4 %,23.8 %
Malta,2011,Carbapenems,29,3,10,42,69.0 %,7.1 %,23.8 %
Malta,2012,Carbapenems,29,1,1,31,93.5 %,3.2 %,3.2 %
Malta,2013,Carbapenems,21,0,4,25,84.0 %,0.0 %,16.0 %
Netherlands,2005,Carbapenems,175,3,9,187,93.6 %,1.6 %,4.8 %
Netherlands,2006,Carbapenems,279,6,6,291,95.9 %,2.1 %,2.1 %
Netherlands,2007,Carbapenems,280,11,7,298,94.0 %,3.7 %,2.3 %
Netherlands,2008,Carbapenems,316,7,22,345,91.6 %,2.0 %,6.4 %
Netherlands,2009,Carbapenems,223,4,7,234,95.3 %,1.7 %,3.0 %
Netherlands,2010,Carbapenems,358,3,10,371,96.5 %,0.8 %,2.7 %
Netherlands,2011,Carbapenems,405,11,15,431,94.0 %,2.6 %,3.5 %
Netherlands,2012,Carbapenems,377,7,13,397,95.0 %,1.8 %,3.3 %
Netherlands,2013,Carbapenems,352,10,13,375,93.9 %,2.7 %,3.5 %
Norway,1999,Carbapenems,8,0,0,8,100.0 %,0.0 %,0.0 %
Norway,2000,Carbapenems,9,0,0,9,100.0 %,0.0 %,0.0 %
Norway,2001,Carbapenems,14,0,1,15,93.3 %,0.0 %,6.7 %
Norway,2002,Carbapenems,20,0,0,20,100.0 %,0.0 %,0.0 %
Norway,2003,Carbapenems,21,0,0,21,100.0 %,0.0 %,0.0 %
Norway,2004,Carbapenems,25,0,1,26,96.2 %,0.0 %,3.8 %
Norway,2005,Carbapenems,75,9,3,87,86.2 %,10.3 %,3.4 %
Norway,2006,Carbapenems,73,4,8,85,85.9 %,4.7 %,9.4 %
Norway,2007,Carbapenems,83,5,9,97,85.6 %,5.2 %,9.3 %
Norway,2008,Carbapenems,129,7,10,146,88.4 %,4.8 %,6.8 %
Norway,2009,Carbapenems,151,6,9,166,91.0 %,3.6 %,5.4 %
Norway,2010,Carbapenems,163,3,2,168,97.0 %,1.8 %,1.2 %
Norway,2011,Carbapenems,137,5,6,148,92.6 %,3.4 %,4.1 %
Norway,2012,Carbapenems,188,6,14,208,90.4 %,2.9 %,6.7 %
Norway,2013,Carbapenems,183,11,12,206,88.8 %,5.3 %,5.8 %
Poland,2005,Carbapenems,19,0,7,26,73.1 %,0.0 %,26.9 %
Poland,2006,Carbapenems,26,0,11,37,70.3 %,0.0 %,29.7 %
Poland,2007,Carbapenems,52,3,12,67,77.6 %,4.5 %,17.9 %
Poland,2008,Carbapenems,18,1,3,22,81.8 %,4.5 %,13.6 %
Poland,2009,Carbapenems,105,1,36,142,73.9 %,0.7 %,25.4 %
Poland,2010,Carbapenems,124,2,41,167,74.3 %,1.2 %,24.6 %
Poland,2011,Carbapenems,127,12,45,184,69.0 %,6.5 %,24.5 %
Poland,2012,Carbapenems,123,10,39,172,71.5 %,5.8 %,22.7 %
Poland,2013,Carbapenems,118,10,61,189,62.4 %,5.3 %,32.3 %
Portugal,2006,Carbapenems,196,3,52,251,78.1 %,1.2 %,20.7 %
Portugal,2007,Carbapenems,271,4,48,323,83.9 %,1.2 %,14.9 %
Portugal,2008,Carbapenems,342,12,76,430,79.5 %,2.8 %,17.7 %
Portugal,2009,Carbapenems,415,20,85,520,79.8 %,3.8 %,16.3 %
Portugal,2010,Carbapenems,428,20,86,534,80.1 %,3.7 %,16.1 %
Portugal,2011,Carbapenems,388,17,100,505,76.8 %,3.4 %,19.8 %
Portugal,2012,Carbapenems,430,22,116,568,75.7 %,3.9 %,20.4 %
Portugal,2013,Carbapenems,569,13,151,733,77.6 %,1.8 %,20.6 %
Romania,2005,Carbapenems,9,0,14,23,39.1 %,0.0 %,60.9 %
Romania,2006,Carbapenems,2,1,0,3,66.7 %,33.3 %,0.0 %
Romania,2007,Carbapenems,3,1,0,4,75.0 %,25.0 %,0.0 %
Romania,2008,Carbapenems,7,0,1,8,87.5 %,0.0 %,12.5 %
Romania,2009,Carbapenems,7,0,6,13,53.8 %,0.0 %,46.2 %
Romania,2010,Carbapenems,3,0,7,10,30.0 %,0.0 %,70.0 %
Romania,2011,Carbapenems,4,0,6,10,40.0 %,0.0 %,60.0 %
Romania,2012,Carbapenems,18,1,26,45,40.0 %,2.2 %,57.8 %
Romania,2013,Carbapenems,32,2,52,86,37.2 %,2.3 %,60.5 %
Slovakia,2011,Carbapenems,158,15,76,249,63.5 %,6.0 %,30.5 %
Slovakia,2012,Carbapenems,101,5,73,179,56.4 %,2.8 %,40.8 %
Slovakia,2013,Carbapenems,80,8,126,214,37.4 %,3.7 %,58.9 %
Slovenia,2005,Carbapenems,32,1,5,38,84.2 %,2.6 %,13.2 %
Slovenia,2006,Carbapenems,67,1,4,72,93.1 %,1.4 %,5.6 %
Slovenia,2007,Carbapenems,70,1,17,88,79.5 %,1.1 %,19.3 %
Slovenia,2008,Carbapenems,77,3,15,95,81.1 %,3.2 %,15.8 %
Slovenia,2009,Carbapenems,90,1,16,107,84.1 %,0.9 %,15.0 %
Slovenia,2010,Carbapenems,71,1,17,89,79.8 %,1.1 %,19.1 %
Slovenia,2011,Carbapenems,88,2,28,118,74.6 %,1.7 %,23.7 %
Slovenia,2012,Carbapenems,100,5,29,134,74.6 %,3.7 %,21.6 %
Slovenia,2013,Carbapenems,88,11,34,133,66.2 %,8.3 %,25.6 %
Spain,2005,Carbapenems,57,1,12,70,81.4 %,1.4 %,17.1 %
Spain,2006,Carbapenems,333,11,45,389,85.6 %,2.8 %,11.6 %
Spain,2007,Carbapenems,360,14,67,441,81.6 %,3.2 %,15.2 %
Spain,2008,Carbapenems,462,13,72,547,84.5 %,2.4 %,13.2 %
Spain,2009,Carbapenems,435,18,87,540,80.6 %,3.3 %,16.1 %
Spain,2010,Carbapenems,595,21,133,749,79.4 %,2.8 %,17.8 %
Spain,2011,Carbapenems,677,25,137,839,80.7 %,3.0 %,16.3 %
Spain,2012,Carbapenems,678,35,140,853,79.5 %,4.1 %,16.4 %
Spain,2013,Carbapenems,648,32,145,825,78.5 %,3.9 %,17.6 %
Sweden,2005,Carbapenems,46,1,10,57,80.7 %,1.8 %,17.5 %
Sweden,2006,Carbapenems,221,3,11,235,94.0 %,1.3 %,4.7 %
Sweden,2007,Carbapenems,295,6,23,324,91.0 %,1.9 %,7.1 %
Sweden,2008,Carbapenems,264,4,11,279,94.6 %,1.4 %,3.9 %
Sweden,2012,Carbapenems,6,1,1,8,75.0 %,12.5 %,12.5 %
Sweden,2013,Carbapenems,459,21,37,517,88.8 %,4.1 %,7.2 %
United Kingdom,2005,Carbapenems,325,0,33,358,90.8 %,0.0 %,9.2 %
United Kingdom,2006,Carbapenems,242,0,16,258,93.8 %,0.0 %,6.2 %
United Kingdom,2007,Carbapenems,216,19,26,261,82.8 %,7.3 %,10.0 %
United Kingdom,2008,Carbapenems,223,12,16,251,88.8 %,4.8 %,6.4 %
United Kingdom,2009,Carbapenems,432,35,41,508,85.0 %,6.9 %,8.1 %
United Kingdom,2010,Carbapenems,434,27,32,493,88.0 %,5.5 %,6.5 %
United Kingdom,2011,Carbapenems,503,7,30,540,93.1 %,1.3 %,5.6 %
United Kingdom,2012,Carbapenems,559,6,38,603,92.7 %,1.0 %,6.3 %
United Kingdom,2013,Carbapenems,621,15,35,671,92.5 %,2.2 %,5.2 %
