Country,Year,Antibiotic_Group,S,I,R,TotalN,pS,pI,pR
Cyprus,2008,Penicillins,8,3,3,14,57.1 %,21.4 %,21.4 %
Cyprus,2009,Penicillins,7,2,2,11,63.6 %,18.2 %,18.2 %
Cyprus,2010,Penicillins,7,1,4,12,58.3 %,8.3 %,33.3 %
Cyprus,2011,Penicillins,9,0,3,12,75.0 %,0.0 %,25.0 %
Cyprus,2012,Penicillins,6,0,2,8,75.0 %,0.0 %,25.0 %
Cyprus,2013,Penicillins,9,0,6,15,60.0 %,0.0 %,40.0 %
Czech Republic,2000,Penicillins,107,4,0,111,96.4 %,3.6 %,0.0 %
Czech Republic,2001,Penicillins,143,10,1,154,92.9 %,6.5 %,0.6 %
Czech Republic,2002,Penicillins,132,11,1,144,91.7 %,7.6 %,0.7 %
Czech Republic,2003,Penicillins,200,3,1,204,98.0 %,1.5 %,0.5 %
Czech Republic,2004,Penicillins,152,6,4,162,93.8 %,3.7 %,2.5 %
Czech Republic,2005,Penicillins,187,7,0,194,96.4 %,3.6 %,0.0 %
Czech Republic,2006,Penicillins,168,3,1,172,97.7 %,1.7 %,0.6 %
Czech Republic,2007,Penicillins,197,8,0,205,96.1 %,3.9 %,0.0 %
Czech Republic,2008,Penicillins,235,7,1,243,96.7 %,2.9 %,0.4 %
Czech Republic,2009,Penicillins,284,11,2,297,95.6 %,3.7 %,0.7 %
Czech Republic,2010,Penicillins,274,14,0,288,95.1 %,4.9 %,0.0 %
Czech Republic,2011,Penicillins,304,12,0,316,96.2 %,3.8 %,0.0 %
Czech Republic,2012,Penicillins,266,7,1,274,97.1 %,2.6 %,0.4 %
Czech Republic,2013,Penicillins,326,7,0,333,97.9 %,2.1 %,0.0 %
Denmark,2000,Penicillins,395,14,1,410,96.3 %,3.4 %,0.2 %
Denmark,2001,Penicillins,493,11,2,506,97.4 %,2.2 %,0.4 %
Denmark,2002,Penicillins,351,13,2,366,95.9 %,3.6 %,0.5 %
Denmark,2003,Penicillins,590,11,5,606,97.4 %,1.8 %,0.8 %
Denmark,2004,Penicillins,1150,30,8,1188,96.8 %,2.5 %,0.7 %
Denmark,2005,Penicillins,1033,40,8,1081,95.6 %,3.7 %,0.7 %
Denmark,2006,Penicillins,840,28,4,872,96.3 %,3.2 %,0.5 %
Denmark,2007,Penicillins,996,30,4,1030,96.7 %,2.9 %,0.4 %
Denmark,2008,Penicillins,907,22,5,934,97.1 %,2.4 %,0.5 %
Denmark,2009,Penicillins,961,28,7,996,96.5 %,2.8 %,0.7 %
Denmark,2010,Penicillins,920,33,1,954,96.4 %,3.5 %,0.1 %
Denmark,2011,Penicillins,853,41,2,896,95.2 %,4.6 %,0.2 %
Denmark,2012,Penicillins,823,42,2,867,94.9 %,4.8 %,0.2 %
Denmark,2013,Penicillins,737,52,0,789,93.4 %,6.6 %,0.0 %
Estonia,2001,Penicillins,20,0,0,20,100.0 %,0.0 %,0.0 %
Estonia,2002,Penicillins,21,0,0,21,100.0 %,0.0 %,0.0 %
Estonia,2003,Penicillins,26,0,0,26,100.0 %,0.0 %,0.0 %
Estonia,2004,Penicillins,40,0,0,40,100.0 %,0.0 %,0.0 %
Estonia,2005,Penicillins,52,1,0,53,98.1 %,1.9 %,0.0 %
Estonia,2006,Penicillins,51,1,0,52,98.1 %,1.9 %,0.0 %
Estonia,2007,Penicillins,64,0,0,64,100.0 %,0.0 %,0.0 %
Estonia,2008,Penicillins,62,3,0,65,95.4 %,4.6 %,0.0 %
Estonia,2009,Penicillins,81,1,0,82,98.8 %,1.2 %,0.0 %
Estonia,2010,Penicillins,63,0,1,64,98.4 %,0.0 %,1.6 %
Estonia,2011,Penicillins,50,0,1,51,98.0 %,0.0 %,2.0 %
Estonia,2012,Penicillins,53,0,0,53,100.0 %,0.0 %,0.0 %
Estonia,2013,Penicillins,77,1,0,78,98.7 %,1.3 %,0.0 %
Finland,1998,Penicillins,18,0,0,18,100.0 %,0.0 %,0.0 %
Finland,1999,Penicillins,234,8,2,244,95.9 %,3.3 %,0.8 %
Finland,2000,Penicillins,170,9,0,179,95.0 %,5.0 %,0.0 %
Finland,2001,Penicillins,387,33,5,425,91.1 %,7.8 %,1.2 %
Finland,2002,Penicillins,424,22,7,453,93.6 %,4.9 %,1.5 %
Finland,2003,Penicillins,443,38,9,490,90.4 %,7.8 %,1.8 %
Finland,2004,Penicillins,465,40,3,508,91.5 %,7.9 %,0.6 %
Finland,2005,Penicillins,488,33,5,526,92.8 %,6.3 %,1.0 %
Finland,2006,Penicillins,433,52,8,493,87.8 %,10.5 %,1.6 %
Finland,2007,Penicillins,453,62,7,522,86.8 %,11.9 %,1.3 %
Finland,2008,Penicillins,571,67,4,642,88.9 %,10.4 %,0.6 %
Finland,2009,Penicillins,568,73,11,652,87.1 %,11.2 %,1.7 %
Finland,2010,Penicillins,524,79,8,611,85.8 %,12.9 %,1.3 %
Finland,2011,Penicillins,554,82,0,636,87.1 %,12.9 %,0.0 %
Finland,2012,Penicillins,459,91,3,553,83.0 %,16.5 %,0.5 %
Finland,2013,Penicillins,531,86,0,617,86.1 %,13.9 %,0.0 %
France,2005,Penicillins,403,199,30,632,63.8 %,31.5 %,4.7 %
France,2006,Penicillins,252,104,15,371,67.9 %,28.0 %,4.0 %
France,2007,Penicillins,437,198,28,663,65.9 %,29.9 %,4.2 %
France,2008,Penicillins,390,130,37,557,70.0 %,23.3 %,6.6 %
France,2009,Penicillins,605,172,49,826,73.2 %,20.8 %,5.9 %
France,2010,Penicillins,816,309,2,1127,72.4 %,27.4 %,0.2 %
France,2011,Penicillins,1076,335,2,1413,76.2 %,23.7 %,0.1 %
France,2012,Penicillins,631,193,0,824,76.6 %,23.4 %,0.0 %
France,2013,Penicillins,713,206,0,919,77.6 %,22.4 %,0.0 %
Germany,1999,Penicillins,409,5,3,417,98.1 %,1.2 %,0.7 %
Germany,2000,Penicillins,200,3,1,204,98.0 %,1.5 %,0.5 %
Germany,2001,Penicillins,203,5,3,211,96.2 %,2.4 %,1.4 %
Germany,2002,Penicillins,245,3,0,248,98.8 %,1.2 %,0.0 %
Germany,2003,Penicillins,173,2,0,175,98.9 %,1.1 %,0.0 %
Germany,2004,Penicillins,142,2,0,144,98.6 %,1.4 %,0.0 %
Germany,2005,Penicillins,114,5,0,119,95.8 %,4.2 %,0.0 %
Germany,2006,Penicillins,80,3,1,84,95.2 %,3.6 %,1.2 %
Germany,2007,Penicillins,70,2,0,72,97.2 %,2.8 %,0.0 %
Germany,2008,Penicillins,189,10,0,199,95.0 %,5.0 %,0.0 %
Germany,2009,Penicillins,320,6,2,328,97.6 %,1.8 %,0.6 %
Germany,2010,Penicillins,341,12,1,354,96.3 %,3.4 %,0.3 %
Germany,2011,Penicillins,341,5,1,347,98.3 %,1.4 %,0.3 %
Germany,2012,Penicillins,294,12,4,310,94.8 %,3.9 %,1.3 %
Germany,2013,Penicillins,438,24,9,471,93.0 %,5.1 %,1.9 %
Hungary,2001,Penicillins,28,5,3,36,77.8 %,13.9 %,8.3 %
Hungary,2002,Penicillins,47,12,2,61,77.0 %,19.7 %,3.3 %
Hungary,2003,Penicillins,102,28,4,134,76.1 %,20.9 %,3.0 %
Hungary,2004,Penicillins,120,23,0,143,83.9 %,16.1 %,0.0 %
Hungary,2005,Penicillins,105,23,5,133,78.9 %,17.3 %,3.8 %
Hungary,2006,Penicillins,124,25,2,151,82.1 %,16.6 %,1.3 %
Hungary,2007,Penicillins,113,26,7,146,77.4 %,17.8 %,4.8 %
Hungary,2008,Penicillins,121,32,13,166,72.9 %,19.3 %,7.8 %
Hungary,2009,Penicillins,126,13,4,143,88.1 %,9.1 %,2.8 %
Hungary,2010,Penicillins,119,13,8,140,85.0 %,9.3 %,5.7 %
Hungary,2011,Penicillins,123,8,8,139,88.5 %,5.8 %,5.8 %
Hungary,2012,Penicillins,144,12,4,160,90.0 %,7.5 %,2.5 %
Hungary,2013,Penicillins,145,6,3,154,94.2 %,3.9 %,1.9 %
Iceland,1999,Penicillins,48,1,0,49,98.0 %,2.0 %,0.0 %
Iceland,2000,Penicillins,33,3,0,36,91.7 %,8.3 %,0.0 %
Iceland,2001,Penicillins,45,3,0,48,93.8 %,6.3 %,0.0 %
Iceland,2002,Penicillins,41,1,1,43,95.3 %,2.3 %,2.3 %
Iceland,2003,Penicillins,32,3,0,35,91.4 %,8.6 %,0.0 %
Iceland,2004,Penicillins,45,8,1,54,83.3 %,14.8 %,1.9 %
Iceland,2005,Penicillins,34,3,0,37,91.9 %,8.1 %,0.0 %
Iceland,2006,Penicillins,49,3,0,52,94.2 %,5.8 %,0.0 %
Iceland,2007,Penicillins,39,2,1,42,92.9 %,4.8 %,2.4 %
Iceland,2008,Penicillins,42,4,0,46,91.3 %,8.7 %,0.0 %
Iceland,2009,Penicillins,36,0,0,36,100.0 %,0.0 %,0.0 %
Iceland,2010,Penicillins,35,1,1,37,94.6 %,2.7 %,2.7 %
Iceland,2011,Penicillins,29,1,2,32,90.6 %,3.1 %,6.3 %
Iceland,2012,Penicillins,26,0,1,27,96.3 %,0.0 %,3.7 %
Iceland,2013,Penicillins,15,2,1,18,83.3 %,11.1 %,5.6 %
Ireland,1999,Penicillins,78,4,10,92,84.8 %,4.3 %,10.9 %
Ireland,2000,Penicillins,103,1,15,119,86.6 %,0.8 %,12.6 %
Ireland,2001,Penicillins,136,9,10,155,87.7 %,5.8 %,6.5 %
Ireland,2002,Penicillins,245,27,5,277,88.4 %,9.7 %,1.8 %
Ireland,2003,Penicillins,320,32,11,363,88.2 %,8.8 %,3.0 %
Ireland,2004,Penicillins,358,28,13,399,89.7 %,7.0 %,3.3 %
Ireland,2005,Penicillins,353,33,11,397,88.9 %,8.3 %,2.8 %
Ireland,2006,Penicillins,342,51,13,406,84.2 %,12.6 %,3.2 %
Ireland,2007,Penicillins,359,48,28,435,82.5 %,11.0 %,6.4 %
Ireland,2008,Penicillins,339,75,27,441,76.9 %,17.0 %,6.1 %
Ireland,2009,Penicillins,285,49,22,356,80.1 %,13.8 %,6.2 %
Ireland,2010,Penicillins,254,41,15,310,81.9 %,13.2 %,4.8 %
Ireland,2011,Penicillins,261,43,20,324,80.6 %,13.3 %,6.2 %
Ireland,2012,Penicillins,258,46,15,319,80.9 %,14.4 %,4.7 %
Ireland,2013,Penicillins,247,56,7,310,79.7 %,18.1 %,2.3 %
Italy,1999,Penicillins,157,21,3,181,86.7 %,11.6 %,1.7 %
Italy,2000,Penicillins,105,12,1,118,89.0 %,10.2 %,0.8 %
Italy,2001,Penicillins,110,6,5,121,90.9 %,5.0 %,4.1 %
Italy,2002,Penicillins,263,27,6,296,88.9 %,9.1 %,2.0 %
Italy,2003,Penicillins,245,24,13,282,86.9 %,8.5 %,4.6 %
Italy,2004,Penicillins,229,25,13,267,85.8 %,9.4 %,4.9 %
Italy,2005,Penicillins,290,14,15,319,90.9 %,4.4 %,4.7 %
Italy,2006,Penicillins,243,15,2,260,93.5 %,5.8 %,0.8 %
Italy,2007,Penicillins,248,32,11,291,85.2 %,11.0 %,3.8 %
Italy,2008,Penicillins,158,12,6,176,89.8 %,6.8 %,3.4 %
Italy,2009,Penicillins,190,6,6,202,94.1 %,3.0 %,3.0 %
Italy,2010,Penicillins,208,9,12,229,90.8 %,3.9 %,5.2 %
Italy,2011,Penicillins,162,1,11,174,93.1 %,0.6 %,6.3 %
Italy,2012,Penicillins,124,9,8,141,87.9 %,6.4 %,5.7 %
Italy,2013,Penicillins,229,16,23,268,85.4 %,6.0 %,8.6 %
Latvia,2004,Penicillins,17,0,0,17,100.0 %,0.0 %,0.0 %
Latvia,2005,Penicillins,36,0,0,36,100.0 %,0.0 %,0.0 %
Latvia,2006,Penicillins,37,0,0,37,100.0 %,0.0 %,0.0 %
Latvia,2007,Penicillins,31,0,0,31,100.0 %,0.0 %,0.0 %
Latvia,2008,Penicillins,17,0,1,18,94.4 %,0.0 %,5.6 %
Latvia,2009,Penicillins,30,0,0,30,100.0 %,0.0 %,0.0 %
Latvia,2010,Penicillins,35,0,2,37,94.6 %,0.0 %,5.4 %
Latvia,2011,Penicillins,35,1,4,40,87.5 %,2.5 %,10.0 %
Latvia,2012,Penicillins,60,0,4,64,93.8 %,0.0 %,6.3 %
Latvia,2013,Penicillins,59,0,8,67,88.1 %,0.0 %,11.9 %
Lithuania,2006,Penicillins,27,5,0,32,84.4 %,15.6 %,0.0 %
Lithuania,2007,Penicillins,64,2,1,67,95.5 %,3.0 %,1.5 %
Lithuania,2008,Penicillins,46,1,0,47,97.9 %,2.1 %,0.0 %
Lithuania,2009,Penicillins,42,1,3,46,91.3 %,2.2 %,6.5 %
Lithuania,2010,Penicillins,34,2,3,39,87.2 %,5.1 %,7.7 %
Lithuania,2011,Penicillins,39,8,1,48,81.3 %,16.7 %,2.1 %
Lithuania,2012,Penicillins,31,1,5,37,83.8 %,2.7 %,13.5 %
Lithuania,2013,Penicillins,45,8,6,59,76.3 %,13.6 %,10.2 %
Luxembourg,1999,Penicillins,7,1,1,9,77.8 %,11.1 %,11.1 %
Luxembourg,2000,Penicillins,19,3,0,22,86.4 %,13.6 %,0.0 %
Luxembourg,2001,Penicillins,36,2,3,41,87.8 %,4.9 %,7.3 %
Luxembourg,2002,Penicillins,21,4,2,27,77.8 %,14.8 %,7.4 %
Luxembourg,2003,Penicillins,41,7,0,48,85.4 %,14.6 %,0.0 %
Luxembourg,2004,Penicillins,32,2,2,36,88.9 %,5.6 %,5.6 %
Luxembourg,2005,Penicillins,38,2,3,43,88.4 %,4.7 %,7.0 %
Luxembourg,2006,Penicillins,21,0,1,22,95.5 %,0.0 %,4.5 %
Luxembourg,2007,Penicillins,33,1,1,35,94.3 %,2.9 %,2.9 %
Luxembourg,2008,Penicillins,50,3,3,56,89.3 %,5.4 %,5.4 %
Luxembourg,2009,Penicillins,52,5,7,64,81.3 %,7.8 %,10.9 %
Luxembourg,2010,Penicillins,44,4,2,50,88.0 %,8.0 %,4.0 %
Luxembourg,2011,Penicillins,46,3,1,50,92.0 %,6.0 %,2.0 %
Luxembourg,2012,Penicillins,30,0,1,31,96.8 %,0.0 %,3.2 %
Luxembourg,2013,Penicillins,36,4,3,43,83.7 %,9.3 %,7.0 %
Malta,2000,Penicillins,10,1,0,11,90.9 %,9.1 %,0.0 %
Malta,2001,Penicillins,11,1,0,12,91.7 %,8.3 %,0.0 %
Malta,2002,Penicillins,12,0,0,12,100.0 %,0.0 %,0.0 %
Malta,2003,Penicillins,9,0,0,9,100.0 %,0.0 %,0.0 %
Malta,2004,Penicillins,18,0,0,18,100.0 %,0.0 %,0.0 %
Malta,2005,Penicillins,11,1,1,13,84.6 %,7.7 %,7.7 %
Malta,2006,Penicillins,28,1,1,30,93.3 %,3.3 %,3.3 %
Malta,2007,Penicillins,13,0,0,13,100.0 %,0.0 %,0.0 %
Malta,2008,Penicillins,9,4,4,17,52.9 %,23.5 %,23.5 %
Malta,2009,Penicillins,6,1,0,7,85.7 %,14.3 %,0.0 %
Malta,2010,Penicillins,7,1,1,9,77.8 %,11.1 %,11.1 %
Malta,2011,Penicillins,5,4,1,10,50.0 %,40.0 %,10.0 %
Malta,2012,Penicillins,11,7,0,18,61.1 %,38.9 %,0.0 %
Malta,2013,Penicillins,4,3,0,7,57.1 %,42.9 %,0.0 %
Netherlands,1999,Penicillins,754,6,2,762,99.0 %,0.8 %,0.3 %
Netherlands,2000,Penicillins,703,6,5,714,98.5 %,0.8 %,0.7 %
Netherlands,2001,Penicillins,698,5,2,705,99.0 %,0.7 %,0.3 %
Netherlands,2002,Penicillins,850,9,1,860,98.8 %,1.0 %,0.1 %
Netherlands,2003,Penicillins,877,8,1,886,99.0 %,0.9 %,0.1 %
Netherlands,2004,Penicillins,742,9,5,756,98.1 %,1.2 %,0.7 %
Netherlands,2005,Penicillins,792,6,4,802,98.8 %,0.7 %,0.5 %
Netherlands,2006,Penicillins,996,6,4,1006,99.0 %,0.6 %,0.4 %
Netherlands,2007,Penicillins,921,15,4,940,98.0 %,1.6 %,0.4 %
Netherlands,2008,Penicillins,699,10,1,710,98.5 %,1.4 %,0.1 %
Netherlands,2009,Penicillins,564,7,1,572,98.6 %,1.2 %,0.2 %
Netherlands,2010,Penicillins,738,13,2,753,98.0 %,1.7 %,0.3 %
Netherlands,2011,Penicillins,1055,9,3,1067,98.9 %,0.8 %,0.3 %
Netherlands,2012,Penicillins,1047,13,3,1063,98.5 %,1.2 %,0.3 %
Netherlands,2013,Penicillins,1021,9,2,1032,98.9 %,0.9 %,0.2 %
Norway,1999,Penicillins,300,5,1,306,98.0 %,1.6 %,0.3 %
Norway,2000,Penicillins,416,3,1,420,99.0 %,0.7 %,0.2 %
Norway,2001,Penicillins,421,4,1,426,98.8 %,0.9 %,0.2 %
Norway,2002,Penicillins,449,2,0,451,99.6 %,0.4 %,0.0 %
Norway,2003,Penicillins,510,1,1,512,99.6 %,0.2 %,0.2 %
Norway,2004,Penicillins,590,8,1,599,98.5 %,1.3 %,0.2 %
Norway,2005,Penicillins,591,10,5,606,97.5 %,1.7 %,0.8 %
Norway,2006,Penicillins,590,8,3,601,98.2 %,1.3 %,0.5 %
Norway,2007,Penicillins,606,9,1,616,98.4 %,1.5 %,0.2 %
Norway,2008,Penicillins,561,13,1,575,97.6 %,2.3 %,0.2 %
Norway,2009,Penicillins,542,10,2,554,97.8 %,1.8 %,0.4 %
Norway,2010,Penicillins,554,19,2,575,96.3 %,3.3 %,0.3 %
Norway,2011,Penicillins,598,21,0,619,96.6 %,3.4 %,0.0 %
Norway,2012,Penicillins,542,28,6,576,94.1 %,4.9 %,1.0 %
Norway,2013,Penicillins,531,18,0,549,96.7 %,3.3 %,0.0 %
Poland,2001,Penicillins,6,0,0,6,100.0 %,0.0 %,0.0 %
Poland,2002,Penicillins,7,0,3,10,70.0 %,0.0 %,30.0 %
Poland,2003,Penicillins,13,0,3,16,81.3 %,0.0 %,18.8 %
Poland,2004,Penicillins,16,0,0,16,100.0 %,0.0 %,0.0 %
Poland,2005,Penicillins,4,1,1,6,66.7 %,16.7 %,16.7 %
Poland,2006,Penicillins,9,0,0,9,100.0 %,0.0 %,0.0 %
Poland,2007,Penicillins,15,4,2,21,71.4 %,19.0 %,9.5 %
Poland,2008,Penicillins,73,1,10,84,86.9 %,1.2 %,11.9 %
Poland,2009,Penicillins,41,0,16,57,71.9 %,0.0 %,28.1 %
Poland,2010,Penicillins,57,0,18,75,76.0 %,0.0 %,24.0 %
Poland,2011,Penicillins,135,23,7,165,81.8 %,13.9 %,4.2 %
Poland,2012,Penicillins,93,22,6,121,76.9 %,18.2 %,5.0 %
Poland,2013,Penicillins,113,50,4,167,67.7 %,29.9 %,2.4 %
Portugal,1999,Penicillins,99,0,20,119,83.2 %,0.0 %,16.8 %
Portugal,2000,Penicillins,67,0,29,96,69.8 %,0.0 %,30.2 %
Portugal,2001,Penicillins,116,39,0,155,74.8 %,25.2 %,0.0 %
Portugal,2002,Penicillins,148,35,1,184,80.4 %,19.0 %,0.5 %
Portugal,2003,Penicillins,76,19,0,95,80.0 %,20.0 %,0.0 %
Portugal,2004,Penicillins,122,44,0,166,73.5 %,26.5 %,0.0 %
Portugal,2005,Penicillins,168,32,2,202,83.2 %,15.8 %,1.0 %
Portugal,2006,Penicillins,151,32,0,183,82.5 %,17.5 %,0.0 %
Portugal,2007,Penicillins,169,33,0,202,83.7 %,16.3 %,0.0 %
Portugal,2008,Penicillins,214,46,0,260,82.3 %,17.7 %,0.0 %
Portugal,2009,Penicillins,194,0,43,237,81.9 %,0.0 %,18.1 %
Portugal,2010,Penicillins,133,0,23,156,85.3 %,0.0 %,14.7 %
Portugal,2011,Penicillins,393,9,37,439,89.5 %,2.1 %,8.4 %
Portugal,2012,Penicillins,274,9,16,299,91.6 %,3.0 %,5.4 %
Portugal,2013,Penicillins,439,15,21,475,92.4 %,3.2 %,4.4 %
Romania,2002,Penicillins,5,4,1,10,50.0 %,40.0 %,10.0 %
Romania,2003,Penicillins,16,3,5,24,66.7 %,12.5 %,20.8 %
Romania,2004,Penicillins,8,0,1,9,88.9 %,0.0 %,11.1 %
Romania,2005,Penicillins,11,3,4,18,61.1 %,16.7 %,22.2 %
Romania,2006,Penicillins,21,5,3,29,72.4 %,17.2 %,10.3 %
Romania,2007,Penicillins,18,3,6,27,66.7 %,11.1 %,22.2 %
Romania,2008,Penicillins,4,2,7,13,30.8 %,15.4 %,53.8 %
Romania,2009,Penicillins,12,1,4,17,70.6 %,5.9 %,23.5 %
Romania,2010,Penicillins,9,0,4,13,69.2 %,0.0 %,30.8 %
Romania,2011,Penicillins,14,0,22,36,38.9 %,0.0 %,61.1 %
Romania,2012,Penicillins,27,0,17,44,61.4 %,0.0 %,38.6 %
Romania,2013,Penicillins,33,0,11,44,75.0 %,0.0 %,25.0 %
Slovakia,2001,Penicillins,6,0,0,6,100.0 %,0.0 %,0.0 %
Slovakia,2002,Penicillins,13,0,3,16,81.3 %,0.0 %,18.8 %
Slovakia,2003,Penicillins,24,2,1,27,88.9 %,7.4 %,3.7 %
Slovakia,2004,Penicillins,12,1,4,17,70.6 %,5.9 %,23.5 %
Slovakia,2005,Penicillins,8,0,0,8,100.0 %,0.0 %,0.0 %
Slovakia,2011,Penicillins,24,1,1,26,92.3 %,3.8 %,3.8 %
Slovakia,2012,Penicillins,19,0,1,20,95.0 %,0.0 %,5.0 %
Slovakia,2013,Penicillins,25,2,1,28,89.3 %,7.1 %,3.6 %
Slovenia,2000,Penicillins,28,9,0,37,75.7 %,24.3 %,0.0 %
Slovenia,2001,Penicillins,125,31,0,156,80.1 %,19.9 %,0.0 %
Slovenia,2002,Penicillins,82,18,1,101,81.2 %,17.8 %,1.0 %
Slovenia,2003,Penicillins,147,22,3,172,85.5 %,12.8 %,1.7 %
Slovenia,2004,Penicillins,124,38,4,166,74.7 %,22.9 %,2.4 %
Slovenia,2005,Penicillins,186,18,4,208,89.4 %,8.7 %,1.9 %
Slovenia,2006,Penicillins,136,23,8,167,81.4 %,13.8 %,4.8 %
Slovenia,2007,Penicillins,162,26,7,195,83.1 %,13.3 %,3.6 %
Slovenia,2008,Penicillins,177,25,7,209,84.7 %,12.0 %,3.3 %
Slovenia,2009,Penicillins,215,35,3,253,85.0 %,13.8 %,1.2 %
Slovenia,2010,Penicillins,196,35,1,232,84.5 %,15.1 %,0.4 %
Slovenia,2011,Penicillins,222,29,2,253,87.7 %,11.5 %,0.8 %
Slovenia,2012,Penicillins,226,22,3,251,90.0 %,8.8 %,1.2 %
Slovenia,2013,Penicillins,257,20,2,279,92.1 %,7.2 %,0.7 %
Spain,2000,Penicillins,417,138,66,621,67.1 %,22.2 %,10.6 %
Spain,2001,Penicillins,405,171,73,649,62.4 %,26.3 %,11.2 %
Spain,2002,Penicillins,438,157,63,658,66.6 %,23.9 %,9.6 %
Spain,2003,Penicillins,444,163,48,655,67.8 %,24.9 %,7.3 %
Spain,2004,Penicillins,482,140,60,682,70.7 %,20.5 %,8.8 %
Spain,2005,Penicillins,558,114,68,740,75.4 %,15.4 %,9.2 %
Spain,2006,Penicillins,453,121,50,624,72.6 %,19.4 %,8.0 %
Spain,2007,Penicillins,668,127,65,860,77.7 %,14.8 %,7.6 %
Spain,2008,Penicillins,536,109,49,694,77.2 %,15.7 %,7.1 %
Spain,2009,Penicillins,552,97,59,708,78.0 %,13.7 %,8.3 %
Spain,2010,Penicillins,605,0,257,862,70.2 %,0.0 %,29.8 %
