Country,Year,Antibiotic_Group,S,I,R,TotalN,pS,pI,pR
Czech Republic,2010,Aminopenicillins,525,39,7,571,91.9 %,6.8 %,1.2 %
Czech Republic,2011,Aminopenicillins,536,19,1,556,96.4 %,3.4 %,0.2 %
Czech Republic,2012,Aminopenicillins,571,2,8,581,98.3 %,0.3 %,1.4 %
Czech Republic,2013,Aminopenicillins,594,2,7,603,98.5 %,0.3 %,1.2 %
Denmark,2006,Aminopenicillins,418,1,2,421,99.3 %,0.2 %,0.5 %
Denmark,2007,Aminopenicillins,545,7,3,555,98.2 %,1.3 %,0.5 %
Denmark,2008,Aminopenicillins,581,8,3,592,98.1 %,1.4 %,0.5 %
Denmark,2009,Aminopenicillins,654,5,4,663,98.6 %,0.8 %,0.6 %
Denmark,2010,Aminopenicillins,528,2,0,530,99.6 %,0.4 %,0.0 %
Denmark,2011,Aminopenicillins,509,2,2,513,99.2 %,0.4 %,0.4 %
Denmark,2012,Aminopenicillins,579,0,7,586,98.8 %,0.0 %,1.2 %
Denmark,2013,Aminopenicillins,542,1,5,548,98.9 %,0.2 %,0.9 %
Estonia,2001,Aminopenicillins,11,0,1,12,91.7 %,0.0 %,8.3 %
Estonia,2002,Aminopenicillins,9,0,1,10,90.0 %,0.0 %,10.0 %
Estonia,2003,Aminopenicillins,22,0,1,23,95.7 %,0.0 %,4.3 %
Estonia,2004,Aminopenicillins,38,0,6,44,86.4 %,0.0 %,13.6 %
Estonia,2005,Aminopenicillins,37,0,6,43,86.0 %,0.0 %,14.0 %
Estonia,2006,Aminopenicillins,49,0,5,54,90.7 %,0.0 %,9.3 %
Estonia,2007,Aminopenicillins,35,0,0,35,100.0 %,0.0 %,0.0 %
Estonia,2008,Aminopenicillins,43,0,4,47,91.5 %,0.0 %,8.5 %
Estonia,2009,Aminopenicillins,29,0,3,32,90.6 %,0.0 %,9.4 %
Estonia,2010,Aminopenicillins,32,0,5,37,86.5 %,0.0 %,13.5 %
Estonia,2012,Aminopenicillins,31,0,5,36,86.1 %,0.0 %,13.9 %
Estonia,2013,Aminopenicillins,28,0,9,37,75.7 %,0.0 %,24.3 %
Finland,2001,Aminopenicillins,177,0,2,179,98.9 %,0.0 %,1.1 %
Finland,2002,Aminopenicillins,185,0,4,189,97.9 %,0.0 %,2.1 %
Finland,2003,Aminopenicillins,166,0,0,166,100.0 %,0.0 %,0.0 %
Finland,2004,Aminopenicillins,218,0,1,219,99.5 %,0.0 %,0.5 %
Finland,2005,Aminopenicillins,230,0,2,232,99.1 %,0.0 %,0.9 %
Finland,2006,Aminopenicillins,222,0,1,223,99.6 %,0.0 %,0.4 %
Finland,2007,Aminopenicillins,231,0,4,235,98.3 %,0.0 %,1.7 %
Finland,2008,Aminopenicillins,219,0,1,220,99.5 %,0.0 %,0.5 %
Finland,2009,Aminopenicillins,262,0,0,262,100.0 %,0.0 %,0.0 %
Finland,2010,Aminopenicillins,267,0,1,268,99.6 %,0.0 %,0.4 %
Finland,2011,Aminopenicillins,243,1,0,244,99.6 %,0.4 %,0.0 %
Finland,2012,Aminopenicillins,308,2,0,310,99.4 %,0.6 %,0.0 %
Finland,2013,Aminopenicillins,305,1,0,306,99.7 %,0.3 %,0.0 %
France,2002,Aminopenicillins,207,5,6,218,95.0 %,2.3 %,2.8 %
France,2003,Aminopenicillins,241,2,6,249,96.8 %,0.8 %,2.4 %
France,2004,Aminopenicillins,667,6,1,674,99.0 %,0.9 %,0.1 %
France,2005,Aminopenicillins,801,3,2,806,99.4 %,0.4 %,0.2 %
France,2006,Aminopenicillins,866,3,10,879,98.5 %,0.3 %,1.1 %
France,2007,Aminopenicillins,1187,9,3,1199,99.0 %,0.8 %,0.3 %
France,2008,Aminopenicillins,1173,2,5,1180,99.4 %,0.2 %,0.4 %
France,2009,Aminopenicillins,1357,4,10,1371,99.0 %,0.3 %,0.7 %
France,2010,Aminopenicillins,1409,7,3,1419,99.3 %,0.5 %,0.2 %
France,2011,Aminopenicillins,1516,2,2,1520,99.7 %,0.1 %,0.1 %
France,2012,Aminopenicillins,1632,0,4,1636,99.8 %,0.0 %,0.2 %
France,2013,Aminopenicillins,1799,1,2,1802,99.8 %,0.1 %,0.1 %
Germany,1999,Aminopenicillins,34,0,0,34,100.0 %,0.0 %,0.0 %
Germany,2000,Aminopenicillins,26,0,0,26,100.0 %,0.0 %,0.0 %
Germany,2001,Aminopenicillins,204,12,5,221,92.3 %,5.4 %,2.3 %
Germany,2002,Aminopenicillins,198,17,4,219,90.4 %,7.8 %,1.8 %
Germany,2003,Aminopenicillins,228,16,2,246,92.7 %,6.5 %,0.8 %
Germany,2004,Aminopenicillins,345,20,6,371,93.0 %,5.4 %,1.6 %
Germany,2005,Aminopenicillins,300,6,3,309,97.1 %,1.9 %,1.0 %
Germany,2006,Aminopenicillins,276,8,1,285,96.8 %,2.8 %,0.4 %
Germany,2007,Aminopenicillins,347,21,4,372,93.3 %,5.6 %,1.1 %
Germany,2008,Aminopenicillins,196,1,0,197,99.5 %,0.5 %,0.0 %
Germany,2009,Aminopenicillins,448,1,11,460,97.4 %,0.2 %,2.4 %
Germany,2010,Aminopenicillins,558,1,1,560,99.6 %,0.2 %,0.2 %
Germany,2011,Aminopenicillins,687,2,4,693,99.1 %,0.3 %,0.6 %
Germany,2012,Aminopenicillins,838,0,5,843,99.4 %,0.0 %,0.6 %
Germany,2013,Aminopenicillins,996,3,7,1006,99.0 %,0.3 %,0.7 %
Greece,2000,Aminopenicillins,111,0,9,120,92.5 %,0.0 %,7.5 %
Greece,2001,Aminopenicillins,177,0,16,193,91.7 %,0.0 %,8.3 %
Greece,2002,Aminopenicillins,176,0,8,184,95.7 %,0.0 %,4.3 %
Greece,2003,Aminopenicillins,384,0,15,399,96.2 %,0.0 %,3.8 %
Greece,2004,Aminopenicillins,333,0,13,346,96.2 %,0.0 %,3.8 %
Greece,2005,Aminopenicillins,453,0,15,468,96.8 %,0.0 %,3.2 %
Greece,2006,Aminopenicillins,498,0,26,524,95.0 %,0.0 %,5.0 %
Greece,2007,Aminopenicillins,514,0,22,536,95.9 %,0.0 %,4.1 %
Greece,2008,Aminopenicillins,578,0,15,593,97.5 %,0.0 %,2.5 %
Greece,2009,Aminopenicillins,683,0,28,711,96.1 %,0.0 %,3.9 %
Greece,2010,Aminopenicillins,612,0,20,632,96.8 %,0.0 %,3.2 %
Greece,2011,Aminopenicillins,650,0,26,676,96.2 %,0.0 %,3.8 %
Greece,2012,Aminopenicillins,654,0,34,688,95.1 %,0.0 %,4.9 %
Greece,2013,Aminopenicillins,528,0,28,556,95.0 %,0.0 %,5.0 %
Hungary,2001,Aminopenicillins,71,0,4,75,94.7 %,0.0 %,5.3 %
Hungary,2002,Aminopenicillins,144,2,1,147,98.0 %,1.4 %,0.7 %
Hungary,2003,Aminopenicillins,229,0,2,231,99.1 %,0.0 %,0.9 %
Hungary,2004,Aminopenicillins,300,0,5,305,98.4 %,0.0 %,1.6 %
Hungary,2005,Aminopenicillins,392,0,5,397,98.7 %,0.0 %,1.3 %
Hungary,2006,Aminopenicillins,395,0,12,407,97.1 %,0.0 %,2.9 %
Hungary,2007,Aminopenicillins,334,1,5,340,98.2 %,0.3 %,1.5 %
Hungary,2008,Aminopenicillins,345,1,10,356,96.9 %,0.3 %,2.8 %
Hungary,2009,Aminopenicillins,362,1,5,368,98.4 %,0.3 %,1.4 %
Hungary,2010,Aminopenicillins,458,0,5,463,98.9 %,0.0 %,1.1 %
Hungary,2011,Aminopenicillins,434,0,5,439,98.9 %,0.0 %,1.1 %
Hungary,2012,Aminopenicillins,428,0,8,436,98.2 %,0.0 %,1.8 %
Hungary,2013,Aminopenicillins,598,0,4,602,99.3 %,0.0 %,0.7 %
Iceland,2001,Aminopenicillins,13,0,0,13,100.0 %,0.0 %,0.0 %
Iceland,2002,Aminopenicillins,18,0,0,18,100.0 %,0.0 %,0.0 %
Iceland,2003,Aminopenicillins,15,0,0,15,100.0 %,0.0 %,0.0 %
Iceland,2004,Aminopenicillins,19,0,0,19,100.0 %,0.0 %,0.0 %
Iceland,2005,Aminopenicillins,21,0,0,21,100.0 %,0.0 %,0.0 %
Iceland,2006,Aminopenicillins,28,0,2,30,93.3 %,0.0 %,6.7 %
Iceland,2007,Aminopenicillins,15,0,0,15,100.0 %,0.0 %,0.0 %
Iceland,2008,Aminopenicillins,10,0,0,10,100.0 %,0.0 %,0.0 %
Iceland,2009,Aminopenicillins,25,0,0,25,100.0 %,0.0 %,0.0 %
Iceland,2010,Aminopenicillins,15,0,0,15,100.0 %,0.0 %,0.0 %
Iceland,2011,Aminopenicillins,19,0,0,19,100.0 %,0.0 %,0.0 %
Iceland,2012,Aminopenicillins,18,0,0,18,100.0 %,0.0 %,0.0 %
Iceland,2013,Aminopenicillins,15,0,0,15,100.0 %,0.0 %,0.0 %
Ireland,2002,Aminopenicillins,144,0,13,157,91.7 %,0.0 %,8.3 %
Ireland,2003,Aminopenicillins,202,2,9,213,94.8 %,0.9 %,4.2 %
Ireland,2004,Aminopenicillins,233,0,2,235,99.1 %,0.0 %,0.9 %
Ireland,2005,Aminopenicillins,270,1,9,280,96.4 %,0.4 %,3.2 %
Ireland,2006,Aminopenicillins,270,0,13,283,95.4 %,0.0 %,4.6 %
Ireland,2007,Aminopenicillins,260,0,6,266,97.7 %,0.0 %,2.3 %
Ireland,2008,Aminopenicillins,293,0,2,295,99.3 %,0.0 %,0.7 %
Ireland,2009,Aminopenicillins,277,0,8,285,97.2 %,0.0 %,2.8 %
Ireland,2010,Aminopenicillins,278,0,7,285,97.5 %,0.0 %,2.5 %
Ireland,2011,Aminopenicillins,250,0,2,252,99.2 %,0.0 %,0.8 %
Ireland,2012,Aminopenicillins,270,0,12,282,95.7 %,0.0 %,4.3 %
Ireland,2013,Aminopenicillins,318,0,9,327,97.2 %,0.0 %,2.8 %
Italy,2001,Aminopenicillins,201,0,7,208,96.6 %,0.0 %,3.4 %
Italy,2002,Aminopenicillins,375,2,22,399,94.0 %,0.5 %,5.5 %
Italy,2003,Aminopenicillins,429,0,16,445,96.4 %,0.0 %,3.6 %
Italy,2004,Aminopenicillins,387,0,16,403,96.0 %,0.0 %,4.0 %
Italy,2005,Aminopenicillins,455,0,19,474,96.0 %,0.0 %,4.0 %
Italy,2006,Aminopenicillins,427,0,18,445,96.0 %,0.0 %,4.0 %
Italy,2007,Aminopenicillins,360,0,16,376,95.7 %,0.0 %,4.3 %
Italy,2008,Aminopenicillins,290,0,42,332,87.3 %,0.0 %,12.7 %
Italy,2009,Aminopenicillins,185,0,46,231,80.1 %,0.0 %,19.9 %
Italy,2010,Aminopenicillins,527,0,80,607,86.8 %,0.0 %,13.2 %
Italy,2011,Aminopenicillins,430,1,50,481,89.4 %,0.2 %,10.4 %
Italy,2012,Aminopenicillins,369,2,14,385,95.8 %,0.5 %,3.6 %
Italy,2013,Aminopenicillins,721,3,25,749,96.3 %,0.4 %,3.3 %
Latvia,2006,Aminopenicillins,31,0,3,34,91.2 %,0.0 %,8.8 %
Latvia,2007,Aminopenicillins,19,0,8,27,70.4 %,0.0 %,29.6 %
Latvia,2008,Aminopenicillins,19,0,1,20,95.0 %,0.0 %,5.0 %
Latvia,2009,Aminopenicillins,23,0,3,26,88.5 %,0.0 %,11.5 %
Latvia,2010,Aminopenicillins,36,0,2,38,94.7 %,0.0 %,5.3 %
Latvia,2011,Aminopenicillins,27,0,6,33,81.8 %,0.0 %,18.2 %
Latvia,2012,Aminopenicillins,50,0,4,54,92.6 %,0.0 %,7.4 %
Latvia,2013,Aminopenicillins,48,0,5,53,90.6 %,0.0 %,9.4 %
Lithuania,2006,Aminopenicillins,21,0,1,22,95.5 %,0.0 %,4.5 %
Lithuania,2007,Aminopenicillins,36,0,1,37,97.3 %,0.0 %,2.7 %
Lithuania,2008,Aminopenicillins,41,0,2,43,95.3 %,0.0 %,4.7 %
Lithuania,2009,Aminopenicillins,37,0,1,38,97.4 %,0.0 %,2.6 %
Lithuania,2010,Aminopenicillins,28,0,4,32,87.5 %,0.0 %,12.5 %
Lithuania,2011,Aminopenicillins,43,0,5,48,89.6 %,0.0 %,10.4 %
Lithuania,2012,Aminopenicillins,57,0,3,60,95.0 %,0.0 %,5.0 %
Lithuania,2013,Aminopenicillins,34,1,12,47,72.3 %,2.1 %,25.5 %
Luxembourg,2001,Aminopenicillins,29,0,0,29,100.0 %,0.0 %,0.0 %
Luxembourg,2002,Aminopenicillins,20,0,0,20,100.0 %,0.0 %,0.0 %
Luxembourg,2003,Aminopenicillins,35,0,2,37,94.6 %,0.0 %,5.4 %
Luxembourg,2004,Aminopenicillins,24,0,0,24,100.0 %,0.0 %,0.0 %
Luxembourg,2005,Aminopenicillins,17,0,0,17,100.0 %,0.0 %,0.0 %
Luxembourg,2006,Aminopenicillins,29,0,0,29,100.0 %,0.0 %,0.0 %
Luxembourg,2007,Aminopenicillins,24,0,0,24,100.0 %,0.0 %,0.0 %
Luxembourg,2008,Aminopenicillins,38,0,1,39,97.4 %,0.0 %,2.6 %
Luxembourg,2009,Aminopenicillins,36,0,4,40,90.0 %,0.0 %,10.0 %
Luxembourg,2010,Aminopenicillins,44,0,3,47,93.6 %,0.0 %,6.4 %
Luxembourg,2011,Aminopenicillins,51,0,1,52,98.1 %,0.0 %,1.9 %
Luxembourg,2012,Aminopenicillins,50,0,4,54,92.6 %,0.0 %,7.4 %
Luxembourg,2013,Aminopenicillins,40,0,2,42,95.2 %,0.0 %,4.8 %
Malta,2001,Aminopenicillins,10,1,0,11,90.9 %,9.1 %,0.0 %
Malta,2002,Aminopenicillins,30,0,0,30,100.0 %,0.0 %,0.0 %
Malta,2003,Aminopenicillins,18,0,1,19,94.7 %,0.0 %,5.3 %
Malta,2004,Aminopenicillins,33,0,0,33,100.0 %,0.0 %,0.0 %
Malta,2005,Aminopenicillins,32,0,1,33,97.0 %,0.0 %,3.0 %
Malta,2006,Aminopenicillins,40,0,1,41,97.6 %,0.0 %,2.4 %
Malta,2007,Aminopenicillins,29,1,0,30,96.7 %,3.3 %,0.0 %
Malta,2008,Aminopenicillins,27,0,0,27,100.0 %,0.0 %,0.0 %
Malta,2009,Aminopenicillins,21,1,0,22,95.5 %,4.5 %,0.0 %
Malta,2010,Aminopenicillins,19,0,0,19,100.0 %,0.0 %,0.0 %
Malta,2011,Aminopenicillins,39,0,0,39,100.0 %,0.0 %,0.0 %
Malta,2012,Aminopenicillins,24,1,0,25,96.0 %,4.0 %,0.0 %
Malta,2013,Aminopenicillins,31,0,0,31,100.0 %,0.0 %,0.0 %
Netherlands,2000,Aminopenicillins,77,0,0,77,100.0 %,0.0 %,0.0 %
Netherlands,2001,Aminopenicillins,196,1,3,200,98.0 %,0.5 %,1.5 %
Netherlands,2002,Aminopenicillins,331,2,10,343,96.5 %,0.6 %,2.9 %
Netherlands,2003,Aminopenicillins,261,1,10,272,96.0 %,0.4 %,3.7 %
Netherlands,2004,Aminopenicillins,221,0,8,229,96.5 %,0.0 %,3.5 %
Netherlands,2005,Aminopenicillins,345,0,12,357,96.6 %,0.0 %,3.4 %
Netherlands,2006,Aminopenicillins,439,1,23,463,94.8 %,0.2 %,5.0 %
Netherlands,2007,Aminopenicillins,414,0,20,434,95.4 %,0.0 %,4.6 %
Netherlands,2008,Aminopenicillins,362,0,3,365,99.2 %,0.0 %,0.8 %
Netherlands,2009,Aminopenicillins,284,0,5,289,98.3 %,0.0 %,1.7 %
Netherlands,2010,Aminopenicillins,453,0,12,465,97.4 %,0.0 %,2.6 %
Netherlands,2011,Aminopenicillins,568,0,7,575,98.8 %,0.0 %,1.2 %
Netherlands,2012,Aminopenicillins,543,0,7,550,98.7 %,0.0 %,1.3 %
Netherlands,2013,Aminopenicillins,527,1,1,529,99.6 %,0.2 %,0.2 %
Norway,1999,Aminopenicillins,61,1,0,62,98.4 %,1.6 %,0.0 %
Norway,2000,Aminopenicillins,92,1,2,95,96.8 %,1.1 %,2.1 %
Norway,2001,Aminopenicillins,125,2,2,129,96.9 %,1.6 %,1.6 %
Norway,2002,Aminopenicillins,134,5,0,139,96.4 %,3.6 %,0.0 %
Norway,2003,Aminopenicillins,148,6,0,154,96.1 %,3.9 %,0.0 %
Norway,2004,Aminopenicillins,198,1,0,199,99.5 %,0.5 %,0.0 %
Norway,2005,Aminopenicillins,232,3,3,238,97.5 %,1.3 %,1.3 %
Norway,2006,Aminopenicillins,267,5,2,274,97.4 %,1.8 %,0.7 %
Norway,2007,Aminopenicillins,309,1,5,315,98.1 %,0.3 %,1.6 %
Norway,2008,Aminopenicillins,283,4,1,288,98.3 %,1.4 %,0.3 %
Norway,2009,Aminopenicillins,370,0,0,370,100.0 %,0.0 %,0.0 %
Norway,2010,Aminopenicillins,426,0,0,426,100.0 %,0.0 %,0.0 %
Norway,2011,Aminopenicillins,411,0,0,411,100.0 %,0.0 %,0.0 %
Norway,2012,Aminopenicillins,496,2,5,503,98.6 %,0.4 %,1.0 %
Norway,2013,Aminopenicillins,494,0,2,496,99.6 %,0.0 %,0.4 %
Poland,2001,Aminopenicillins,39,0,2,41,95.1 %,0.0 %,4.9 %
Poland,2002,Aminopenicillins,36,0,5,41,87.8 %,0.0 %,12.2 %
Poland,2003,Aminopenicillins,42,0,0,42,100.0 %,0.0 %,0.0 %
Poland,2004,Aminopenicillins,44,0,1,45,97.8 %,0.0 %,2.2 %
Poland,2005,Aminopenicillins,30,0,3,33,90.9 %,0.0 %,9.1 %
Poland,2006,Aminopenicillins,47,0,1,48,97.9 %,0.0 %,2.1 %
Poland,2007,Aminopenicillins,44,0,2,46,95.7 %,0.0 %,4.3 %
Poland,2008,Aminopenicillins,16,0,1,17,94.1 %,0.0 %,5.9 %
Poland,2009,Aminopenicillins,145,0,1,146,99.3 %,0.0 %,0.7 %
Poland,2010,Aminopenicillins,159,0,5,164,97.0 %,0.0 %,3.0 %
Poland,2011,Aminopenicillins,231,2,1,234,98.7 %,0.9 %,0.4 %
Poland,2012,Aminopenicillins,167,1,2,170,98.2 %,0.6 %,1.2 %
Poland,2013,Aminopenicillins,260,1,3,264,98.5 %,0.4 %,1.1 %
Portugal,2001,Aminopenicillins,144,2,5,151,95.4 %,1.3 %,3.3 %
Portugal,2002,Aminopenicillins,84,1,1,86,97.7 %,1.2 %,1.2 %
Portugal,2003,Aminopenicillins,277,8,5,290,95.5 %,2.8 %,1.7 %
Portugal,2004,Aminopenicillins,263,3,10,276,95.3 %,1.1 %,3.6 %
Portugal,2005,Aminopenicillins,301,0,2,303,99.3 %,0.0 %,0.7 %
Portugal,2006,Aminopenicillins,307,1,4,312,98.4 %,0.3 %,1.3 %
Portugal,2007,Aminopenicillins,334,4,9,347,96.3 %,1.2 %,2.6 %
Portugal,2008,Aminopenicillins,387,0,18,405,95.6 %,0.0 %,4.4 %
Portugal,2009,Aminopenicillins,421,0,30,451,93.3 %,0.0 %,6.7 %
Portugal,2010,Aminopenicillins,330,0,69,399,82.7 %,0.0 %,17.3 %
Portugal,2011,Aminopenicillins,335,0,107,442,75.8 %,0.0 %,24.2 %
Portugal,2012,Aminopenicillins,349,0,49,398,87.7 %,0.0 %,12.3 %
Portugal,2013,Aminopenicillins,458,1,37,496,92.3 %,0.2 %,7.5 %
Romania,2002,Aminopenicillins,5,0,0,5,100.0 %,0.0 %,0.0 %
Romania,2003,Aminopenicillins,4,0,0,4,100.0 %,0.0 %,0.0 %
Romania,2004,Aminopenicillins,5,0,2,7,71.4 %,0.0 %,28.6 %
Romania,2005,Aminopenicillins,4,0,0,4,100.0 %,0.0 %,0.0 %
Romania,2006,Aminopenicillins,4,0,0,4,100.0 %,0.0 %,0.0 %
Romania,2007,Aminopenicillins,3,0,1,4,75.0 %,0.0 %,25.0 %
Romania,2008,Aminopenicillins,9,0,1,10,90.0 %,0.0 %,10.0 %
Romania,2009,Aminopenicillins,14,0,2,16,87.5 %,0.0 %,12.5 %
Romania,2010,Aminopenicillins,9,0,0,9,100.0 %,0.0 %,0.0 %
Romania,2011,Aminopenicillins,8,0,1,9,88.9 %,0.0 %,11.1 %
Romania,2012,Aminopenicillins,50,0,1,51,98.0 %,0.0 %,2.0 %
Romania,2013,Aminopenicillins,76,0,5,81,93.8 %,0.0 %,6.2 %
Slovakia,2001,Aminopenicillins,14,0,0,14,100.0 %,0.0 %,0.0 %
Slovakia,2002,Aminopenicillins,72,0,3,75,96.0 %,0.0 %,4.0 %
Slovakia,2003,Aminopenicillins,63,0,0,63,100.0 %,0.0 %,0.0 %
Slovakia,2004,Aminopenicillins,66,0,5,71,93.0 %,0.0 %,7.0 %
Slovakia,2005,Aminopenicillins,40,0,3,43,93.0 %,0.0 %,7.0 %
Slovakia,2011,Aminopenicillins,197,0,4,201,98.0 %,0.0 %,2.0 %
Slovakia,2012,Aminopenicillins,189,2,1,192,98.4 %,1.0 %,0.5 %
Slovakia,2013,Aminopenicillins,230,0,3,233,98.7 %,0.0 %,1.3 %
Slovenia,2001,Aminopenicillins,40,0,0,40,100.0 %,0.0 %,0.0 %
Slovenia,2002,Aminopenicillins,32,0,0,32,100.0 %,0.0 %,0.0 %
Slovenia,2003,Aminopenicillins,53,0,0,53,100.0 %,0.0 %,0.0 %
Slovenia,2004,Aminopenicillins,57,0,0,57,100.0 %,0.0 %,0.0 %
Slovenia,2005,Aminopenicillins,88,0,1,89,98.9 %,0.0 %,1.1 %
Slovenia,2006,Aminopenicillins,94,0,1,95,98.9 %,0.0 %,1.1 %
Slovenia,2007,Aminopenicillins,118,0,0,118,100.0 %,0.0 %,0.0 %
Slovenia,2008,Aminopenicillins,120,0,0,120,100.0 %,0.0 %,0.0 %
Slovenia,2009,Aminopenicillins,127,0,0,127,100.0 %,0.0 %,0.0 %
Slovenia,2010,Aminopenicillins,134,0,3,137,97.8 %,0.0 %,2.2 %
Slovenia,2011,Aminopenicillins,125,0,0,125,100.0 %,0.0 %,0.0 %
Slovenia,2012,Aminopenicillins,130,0,0,130,100.0 %,0.0 %,0.0 %
Slovenia,2013,Aminopenicillins,146,0,0,146,100.0 %,0.0 %,0.0 %
Spain,2001,Aminopenicillins,298,1,8,307,97.1 %,0.3 %,2.6 %
Spain,2002,Aminopenicillins,460,0,9,469,98.1 %,0.0 %,1.9 %
