Country,Year,Antibiotic_Group,S,I,R,TotalN,pS,pI,pR
Bulgaria,2001,3rd gen. cephalosporins,84,0,6,90,93.3 %,0.0 %,6.7 %
Bulgaria,2002,3rd gen. cephalosporins,116,1,18,135,85.9 %,0.7 %,13.3 %
Bulgaria,2003,3rd gen. cephalosporins,128,1,29,158,81.0 %,0.6 %,18.4 %
Bulgaria,2004,3rd gen. cephalosporins,131,0,36,167,78.4 %,0.0 %,21.6 %
Bulgaria,2005,3rd gen. cephalosporins,146,0,57,203,71.9 %,0.0 %,28.1 %
Bulgaria,2006,3rd gen. cephalosporins,140,0,56,196,71.4 %,0.0 %,28.6 %
Bulgaria,2007,3rd gen. cephalosporins,98,0,29,127,77.2 %,0.0 %,22.8 %
Bulgaria,2008,3rd gen. cephalosporins,103,1,43,147,70.1 %,0.7 %,29.3 %
Bulgaria,2009,3rd gen. cephalosporins,156,0,37,193,80.8 %,0.0 %,19.2 %
Bulgaria,2010,3rd gen. cephalosporins,107,8,38,153,69.9 %,5.2 %,24.8 %
Bulgaria,2011,3rd gen. cephalosporins,134,4,41,179,74.9 %,2.2 %,22.9 %
Bulgaria,2012,3rd gen. cephalosporins,129,9,85,223,57.8 %,4.0 %,38.1 %
Bulgaria,2013,3rd gen. cephalosporins,111,2,74,187,59.4 %,1.1 %,39.6 %
Croatia,2010,3rd gen. cephalosporins,773,32,77,882,87.6 %,3.6 %,8.7 %
Croatia,2011,3rd gen. cephalosporins,878,11,94,983,89.3 %,1.1 %,9.6 %
Croatia,2012,3rd gen. cephalosporins,831,7,68,906,91.7 %,0.8 %,7.5 %
Croatia,2013,3rd gen. cephalosporins,939,10,91,1040,90.3 %,1.0 %,8.8 %
Cyprus,2003,3rd gen. cephalosporins,17,0,2,19,89.5 %,0.0 %,10.5 %
Cyprus,2004,3rd gen. cephalosporins,42,0,4,46,91.3 %,0.0 %,8.7 %
Cyprus,2005,3rd gen. cephalosporins,63,0,12,75,84.0 %,0.0 %,16.0 %
Cyprus,2006,3rd gen. cephalosporins,76,0,14,90,84.4 %,0.0 %,15.6 %
Cyprus,2007,3rd gen. cephalosporins,88,1,20,109,80.7 %,0.9 %,18.3 %
Cyprus,2008,3rd gen. cephalosporins,96,0,23,119,80.7 %,0.0 %,19.3 %
Cyprus,2009,3rd gen. cephalosporins,117,0,19,136,86.0 %,0.0 %,14.0 %
Cyprus,2010,3rd gen. cephalosporins,111,0,28,139,79.9 %,0.0 %,20.1 %
Cyprus,2011,3rd gen. cephalosporins,87,1,50,138,63.0 %,0.7 %,36.2 %
Cyprus,2012,3rd gen. cephalosporins,116,4,56,176,65.9 %,2.3 %,31.8 %
Cyprus,2013,3rd gen. cephalosporins,97,2,63,162,59.9 %,1.2 %,38.9 %
Czech Republic,2001,3rd gen. cephalosporins,1140,0,27,1167,97.7 %,0.0 %,2.3 %
Czech Republic,2002,3rd gen. cephalosporins,1566,0,19,1585,98.8 %,0.0 %,1.2 %
Czech Republic,2003,3rd gen. cephalosporins,1739,0,20,1759,98.9 %,0.0 %,1.1 %
Czech Republic,2004,3rd gen. cephalosporins,1932,0,33,1965,98.3 %,0.0 %,1.7 %
Czech Republic,2005,3rd gen. cephalosporins,2183,0,50,2233,97.8 %,0.0 %,2.2 %
Czech Republic,2006,3rd gen. cephalosporins,2049,0,111,2160,94.9 %,0.0 %,5.1 %
Czech Republic,2007,3rd gen. cephalosporins,2229,0,178,2407,92.6 %,0.0 %,7.4 %
Czech Republic,2008,3rd gen. cephalosporins,2468,0,270,2738,90.1 %,0.0 %,9.9 %
Czech Republic,2009,3rd gen. cephalosporins,2489,0,270,2759,90.2 %,0.0 %,9.8 %
Czech Republic,2010,3rd gen. cephalosporins,2172,53,257,2482,87.5 %,2.1 %,10.4 %
Czech Republic,2011,3rd gen. cephalosporins,2310,69,305,2684,86.1 %,2.6 %,11.4 %
Czech Republic,2012,3rd gen. cephalosporins,2353,137,322,2812,83.7 %,4.9 %,11.5 %
Czech Republic,2013,3rd gen. cephalosporins,2511,56,387,2954,85.0 %,1.9 %,13.1 %
Denmark,2005,3rd gen. cephalosporins,940,6,11,957,98.2 %,0.6 %,1.1 %
Denmark,2006,3rd gen. cephalosporins,1787,7,45,1839,97.2 %,0.4 %,2.4 %
Denmark,2007,3rd gen. cephalosporins,1688,11,57,1756,96.1 %,0.6 %,3.2 %
Denmark,2008,3rd gen. cephalosporins,2377,11,101,2489,95.5 %,0.4 %,4.1 %
Denmark,2009,3rd gen. cephalosporins,2528,10,167,2705,93.5 %,0.4 %,6.2 %
Denmark,2010,3rd gen. cephalosporins,2212,13,183,2408,91.9 %,0.5 %,7.6 %
Denmark,2011,3rd gen. cephalosporins,2303,14,215,2532,91.0 %,0.6 %,8.5 %
Denmark,2012,3rd gen. cephalosporins,2295,26,198,2519,91.1 %,1.0 %,7.9 %
Denmark,2013,3rd gen. cephalosporins,2241,12,198,2451,91.4 %,0.5 %,8.1 %
Estonia,2000,3rd gen. cephalosporins,1,0,0,1,100.0 %,0.0 %,0.0 %
Estonia,2001,3rd gen. cephalosporins,47,1,3,51,92.2 %,2.0 %,5.9 %
Estonia,2002,3rd gen. cephalosporins,62,2,1,65,95.4 %,3.1 %,1.5 %
Estonia,2003,3rd gen. cephalosporins,95,1,1,97,97.9 %,1.0 %,1.0 %
Estonia,2004,3rd gen. cephalosporins,160,0,6,166,96.4 %,0.0 %,3.6 %
Estonia,2005,3rd gen. cephalosporins,151,2,2,155,97.4 %,1.3 %,1.3 %
Estonia,2006,3rd gen. cephalosporins,212,0,1,213,99.5 %,0.0 %,0.5 %
Estonia,2007,3rd gen. cephalosporins,213,1,3,217,98.2 %,0.5 %,1.4 %
Estonia,2008,3rd gen. cephalosporins,249,1,12,262,95.0 %,0.4 %,4.6 %
Estonia,2009,3rd gen. cephalosporins,312,0,7,319,97.8 %,0.0 %,2.2 %
Estonia,2010,3rd gen. cephalosporins,281,11,17,309,90.9 %,3.6 %,5.5 %
Estonia,2011,3rd gen. cephalosporins,78,1,11,90,86.7 %,1.1 %,12.2 %
Estonia,2012,3rd gen. cephalosporins,279,2,24,305,91.5 %,0.7 %,7.9 %
Estonia,2013,3rd gen. cephalosporins,315,0,25,340,92.6 %,0.0 %,7.4 %
Finland,2001,3rd gen. cephalosporins,1200,5,2,1207,99.4 %,0.4 %,0.2 %
Finland,2002,3rd gen. cephalosporins,1262,0,8,1270,99.4 %,0.0 %,0.6 %
Finland,2003,3rd gen. cephalosporins,1343,2,14,1359,98.8 %,0.1 %,1.0 %
Finland,2004,3rd gen. cephalosporins,1677,4,26,1707,98.2 %,0.2 %,1.5 %
Finland,2005,3rd gen. cephalosporins,1879,5,34,1918,98.0 %,0.3 %,1.8 %
Finland,2006,3rd gen. cephalosporins,1834,5,34,1873,97.9 %,0.3 %,1.8 %
Finland,2007,3rd gen. cephalosporins,1912,6,30,1948,98.2 %,0.3 %,1.5 %
Finland,2008,3rd gen. cephalosporins,2036,7,44,2087,97.6 %,0.3 %,2.1 %
Finland,2009,3rd gen. cephalosporins,2115,0,61,2176,97.2 %,0.0 %,2.8 %
Finland,2010,3rd gen. cephalosporins,2414,1,94,2509,96.2 %,0.0 %,3.7 %
Finland,2011,3rd gen. cephalosporins,2851,18,151,3020,94.4 %,0.6 %,5.0 %
Finland,2012,3rd gen. cephalosporins,2943,23,196,3162,93.1 %,0.7 %,6.2 %
Finland,2013,3rd gen. cephalosporins,3439,18,263,3720,92.4 %,0.5 %,7.1 %
France,2002,3rd gen. cephalosporins,2448,28,19,2495,98.1 %,1.1 %,0.8 %
France,2003,3rd gen. cephalosporins,2222,22,22,2266,98.1 %,1.0 %,1.0 %
France,2004,3rd gen. cephalosporins,5574,49,54,5677,98.2 %,0.9 %,1.0 %
France,2005,3rd gen. cephalosporins,5692,62,81,5835,97.5 %,1.1 %,1.4 %
France,2006,3rd gen. cephalosporins,6490,95,132,6717,96.6 %,1.4 %,2.0 %
France,2007,3rd gen. cephalosporins,7523,122,195,7840,96.0 %,1.6 %,2.5 %
France,2008,3rd gen. cephalosporins,7508,177,305,7990,94.0 %,2.2 %,3.8 %
France,2009,3rd gen. cephalosporins,7732,149,568,8449,91.5 %,1.8 %,6.7 %
France,2010,3rd gen. cephalosporins,8230,138,654,9022,91.2 %,1.5 %,7.2 %
France,2011,3rd gen. cephalosporins,7681,105,693,8479,90.6 %,1.2 %,8.2 %
France,2012,3rd gen. cephalosporins,8537,74,952,9563,89.3 %,0.8 %,10.0 %
France,2013,3rd gen. cephalosporins,9096,91,967,10154,89.6 %,0.9 %,9.5 %
Germany,1999,3rd gen. cephalosporins,165,1,0,166,99.4 %,0.6 %,0.0 %
Germany,2000,3rd gen. cephalosporins,180,0,0,180,100.0 %,0.0 %,0.0 %
Germany,2001,3rd gen. cephalosporins,1245,4,9,1258,99.0 %,0.3 %,0.7 %
Germany,2002,3rd gen. cephalosporins,1048,6,10,1064,98.5 %,0.6 %,0.9 %
Germany,2003,3rd gen. cephalosporins,981,3,6,990,99.1 %,0.3 %,0.6 %
Germany,2004,3rd gen. cephalosporins,1181,9,23,1213,97.4 %,0.7 %,1.9 %
Germany,2005,3rd gen. cephalosporins,937,4,16,957,97.9 %,0.4 %,1.7 %
Germany,2006,3rd gen. cephalosporins,806,6,36,848,95.0 %,0.7 %,4.2 %
Germany,2007,3rd gen. cephalosporins,893,6,75,974,91.7 %,0.6 %,7.7 %
Germany,2008,3rd gen. cephalosporins,1528,7,78,1613,94.7 %,0.4 %,4.8 %
Germany,2009,3rd gen. cephalosporins,2523,11,225,2759,91.4 %,0.4 %,8.2 %
Germany,2010,3rd gen. cephalosporins,2751,12,252,3015,91.2 %,0.4 %,8.4 %
Germany,2011,3rd gen. cephalosporins,3344,8,290,3642,91.8 %,0.2 %,8.0 %
Germany,2012,3rd gen. cephalosporins,3805,11,370,4186,90.9 %,0.3 %,8.8 %
Germany,2013,3rd gen. cephalosporins,4659,22,568,5249,88.8 %,0.4 %,10.8 %
Greece,2000,3rd gen. cephalosporins,341,7,13,361,94.5 %,1.9 %,3.6 %
Greece,2001,3rd gen. cephalosporins,526,12,31,569,92.4 %,2.1 %,5.4 %
Greece,2002,3rd gen. cephalosporins,536,8,37,581,92.3 %,1.4 %,6.4 %
Greece,2003,3rd gen. cephalosporins,990,21,60,1071,92.4 %,2.0 %,5.6 %
Greece,2004,3rd gen. cephalosporins,1035,23,68,1126,91.9 %,2.0 %,6.0 %
Greece,2005,3rd gen. cephalosporins,1036,23,80,1139,91.0 %,2.0 %,7.0 %
Greece,2006,3rd gen. cephalosporins,1161,14,76,1251,92.8 %,1.1 %,6.1 %
Greece,2007,3rd gen. cephalosporins,1124,14,94,1232,91.2 %,1.1 %,7.6 %
Greece,2008,3rd gen. cephalosporins,1295,20,145,1460,88.7 %,1.4 %,9.9 %
Greece,2009,3rd gen. cephalosporins,1605,26,184,1815,88.4 %,1.4 %,10.1 %
Greece,2010,3rd gen. cephalosporins,1239,54,214,1507,82.2 %,3.6 %,14.2 %
Greece,2011,3rd gen. cephalosporins,1183,38,214,1435,82.4 %,2.6 %,14.9 %
Greece,2012,3rd gen. cephalosporins,1130,37,226,1393,81.1 %,2.7 %,16.2 %
Greece,2013,3rd gen. cephalosporins,1025,14,216,1255,81.7 %,1.1 %,17.2 %
Hungary,2001,3rd gen. cephalosporins,257,4,1,262,98.1 %,1.5 %,0.4 %
Hungary,2002,3rd gen. cephalosporins,341,2,7,350,97.4 %,0.6 %,2.0 %
Hungary,2003,3rd gen. cephalosporins,827,6,8,841,98.3 %,0.7 %,1.0 %
Hungary,2004,3rd gen. cephalosporins,929,1,31,961,96.7 %,0.1 %,3.2 %
Hungary,2005,3rd gen. cephalosporins,999,3,39,1041,96.0 %,0.3 %,3.7 %
Hungary,2006,3rd gen. cephalosporins,1072,0,56,1128,95.0 %,0.0 %,5.0 %
Hungary,2007,3rd gen. cephalosporins,1084,0,62,1146,94.6 %,0.0 %,5.4 %
Hungary,2008,3rd gen. cephalosporins,955,5,97,1057,90.4 %,0.5 %,9.2 %
Hungary,2009,3rd gen. cephalosporins,914,2,136,1052,86.9 %,0.2 %,12.9 %
Hungary,2010,3rd gen. cephalosporins,1106,8,269,1383,80.0 %,0.6 %,19.5 %
Hungary,2011,3rd gen. cephalosporins,1035,4,185,1224,84.6 %,0.3 %,15.1 %
Hungary,2012,3rd gen. cephalosporins,1160,5,246,1411,82.2 %,0.4 %,17.4 %
Hungary,2013,3rd gen. cephalosporins,1164,2,271,1437,81.0 %,0.1 %,18.9 %
Iceland,2001,3rd gen. cephalosporins,86,0,0,86,100.0 %,0.0 %,0.0 %
Iceland,2002,3rd gen. cephalosporins,82,0,0,82,100.0 %,0.0 %,0.0 %
Iceland,2003,3rd gen. cephalosporins,98,0,1,99,99.0 %,0.0 %,1.0 %
Iceland,2004,3rd gen. cephalosporins,117,1,0,118,99.2 %,0.8 %,0.0 %
Iceland,2005,3rd gen. cephalosporins,130,0,0,130,100.0 %,0.0 %,0.0 %
Iceland,2006,3rd gen. cephalosporins,130,0,0,130,100.0 %,0.0 %,0.0 %
Iceland,2007,3rd gen. cephalosporins,103,0,2,105,98.1 %,0.0 %,1.9 %
Iceland,2008,3rd gen. cephalosporins,122,0,1,123,99.2 %,0.0 %,0.8 %
Iceland,2009,3rd gen. cephalosporins,108,0,2,110,98.2 %,0.0 %,1.8 %
Iceland,2010,3rd gen. cephalosporins,100,0,4,104,96.2 %,0.0 %,3.8 %
Iceland,2011,3rd gen. cephalosporins,121,1,8,130,93.1 %,0.8 %,6.2 %
Iceland,2012,3rd gen. cephalosporins,131,0,7,138,94.9 %,0.0 %,5.1 %
Iceland,2013,3rd gen. cephalosporins,115,0,6,121,95.0 %,0.0 %,5.0 %
Ireland,2002,3rd gen. cephalosporins,710,6,16,732,97.0 %,0.8 %,2.2 %
Ireland,2003,3rd gen. cephalosporins,940,2,21,963,97.6 %,0.2 %,2.2 %
Ireland,2004,3rd gen. cephalosporins,1170,1,23,1194,98.0 %,0.1 %,1.9 %
Ireland,2005,3rd gen. cephalosporins,1347,7,50,1404,95.9 %,0.5 %,3.6 %
Ireland,2006,3rd gen. cephalosporins,1563,7,57,1627,96.1 %,0.4 %,3.5 %
Ireland,2007,3rd gen. cephalosporins,1640,6,94,1740,94.3 %,0.3 %,5.4 %
Ireland,2008,3rd gen. cephalosporins,1738,11,110,1859,93.5 %,0.6 %,5.9 %
Ireland,2009,3rd gen. cephalosporins,1842,15,129,1986,92.7 %,0.8 %,6.5 %
Ireland,2010,3rd gen. cephalosporins,1946,10,163,2119,91.8 %,0.5 %,7.7 %
Ireland,2011,3rd gen. cephalosporins,1964,8,194,2166,90.7 %,0.4 %,9.0 %
Ireland,2012,3rd gen. cephalosporins,2059,19,210,2288,90.0 %,0.8 %,9.2 %
Ireland,2013,3rd gen. cephalosporins,2180,36,264,2480,87.9 %,1.5 %,10.6 %
Italy,2002,3rd gen. cephalosporins,594,2,18,614,96.7 %,0.3 %,2.9 %
Italy,2003,3rd gen. cephalosporins,862,4,57,923,93.4 %,0.4 %,6.2 %
Italy,2004,3rd gen. cephalosporins,599,5,34,638,93.9 %,0.8 %,5.3 %
Italy,2005,3rd gen. cephalosporins,1080,10,101,1191,90.7 %,0.8 %,8.5 %
Italy,2006,3rd gen. cephalosporins,836,7,67,910,91.9 %,0.8 %,7.4 %
Italy,2007,3rd gen. cephalosporins,829,6,108,943,87.9 %,0.6 %,11.5 %
Italy,2008,3rd gen. cephalosporins,636,9,122,767,82.9 %,1.2 %,15.9 %
Italy,2009,3rd gen. cephalosporins,563,7,117,687,82.0 %,1.0 %,17.0 %
Italy,2010,3rd gen. cephalosporins,1897,13,509,2419,78.4 %,0.5 %,21.0 %
Italy,2011,3rd gen. cephalosporins,1481,18,371,1870,79.2 %,1.0 %,19.8 %
Italy,2012,3rd gen. cephalosporins,2185,24,788,2997,72.9 %,0.8 %,26.3 %
Italy,2013,3rd gen. cephalosporins,2909,36,1045,3990,72.9 %,0.9 %,26.2 %
Latvia,2006,3rd gen. cephalosporins,57,1,4,62,91.9 %,1.6 %,6.5 %
Latvia,2007,3rd gen. cephalosporins,65,0,11,76,85.5 %,0.0 %,14.5 %
Latvia,2008,3rd gen. cephalosporins,79,1,10,90,87.8 %,1.1 %,11.1 %
Latvia,2009,3rd gen. cephalosporins,75,1,10,86,87.2 %,1.2 %,11.6 %
Latvia,2010,3rd gen. cephalosporins,81,5,12,98,82.7 %,5.1 %,12.2 %
Latvia,2011,3rd gen. cephalosporins,108,3,21,132,81.8 %,2.3 %,15.9 %
Latvia,2012,3rd gen. cephalosporins,131,3,20,154,85.1 %,1.9 %,13.0 %
Latvia,2013,3rd gen. cephalosporins,117,0,19,136,86.0 %,0.0 %,14.0 %
Lithuania,2006,3rd gen. cephalosporins,161,2,8,171,94.2 %,1.2 %,4.7 %
Lithuania,2007,3rd gen. cephalosporins,217,2,16,235,92.3 %,0.9 %,6.8 %
Lithuania,2008,3rd gen. cephalosporins,285,2,17,304,93.8 %,0.7 %,5.6 %
Lithuania,2009,3rd gen. cephalosporins,267,3,23,293,91.1 %,1.0 %,7.8 %
Lithuania,2010,3rd gen. cephalosporins,299,5,29,333,89.8 %,1.5 %,8.7 %
Lithuania,2011,3rd gen. cephalosporins,358,0,27,385,93.0 %,0.0 %,7.0 %
Lithuania,2012,3rd gen. cephalosporins,428,12,22,462,92.6 %,2.6 %,4.8 %
Lithuania,2013,3rd gen. cephalosporins,399,2,33,434,91.9 %,0.5 %,7.6 %
Luxembourg,2001,3rd gen. cephalosporins,184,2,1,187,98.4 %,1.1 %,0.5 %
Luxembourg,2002,3rd gen. cephalosporins,184,7,1,192,95.8 %,3.6 %,0.5 %
Luxembourg,2003,3rd gen. cephalosporins,221,4,2,227,97.4 %,1.8 %,0.9 %
Luxembourg,2004,3rd gen. cephalosporins,211,4,1,216,97.7 %,1.9 %,0.5 %
Luxembourg,2005,3rd gen. cephalosporins,179,3,6,188,95.2 %,1.6 %,3.2 %
Luxembourg,2006,3rd gen. cephalosporins,160,4,3,167,95.8 %,2.4 %,1.8 %
Luxembourg,2007,3rd gen. cephalosporins,258,3,11,272,94.9 %,1.1 %,4.0 %
Luxembourg,2008,3rd gen. cephalosporins,280,3,19,302,92.7 %,1.0 %,6.3 %
Luxembourg,2009,3rd gen. cephalosporins,274,2,25,301,91.0 %,0.7 %,8.3 %
Luxembourg,2010,3rd gen. cephalosporins,316,5,33,354,89.3 %,1.4 %,9.3 %
Luxembourg,2011,3rd gen. cephalosporins,323,1,29,353,91.5 %,0.3 %,8.2 %
Luxembourg,2012,3rd gen. cephalosporins,293,3,38,334,87.7 %,0.9 %,11.4 %
Luxembourg,2013,3rd gen. cephalosporins,267,2,32,301,88.7 %,0.7 %,10.6 %
Malta,2001,3rd gen. cephalosporins,65,0,0,65,100.0 %,0.0 %,0.0 %
Malta,2002,3rd gen. cephalosporins,72,0,2,74,97.3 %,0.0 %,2.7 %
Malta,2003,3rd gen. cephalosporins,89,0,2,91,97.8 %,0.0 %,2.2 %
Malta,2004,3rd gen. cephalosporins,87,0,4,91,95.6 %,0.0 %,4.4 %
Malta,2005,3rd gen. cephalosporins,84,0,1,85,98.8 %,0.0 %,1.2 %
Malta,2006,3rd gen. cephalosporins,88,2,4,94,93.6 %,2.1 %,4.3 %
Malta,2007,3rd gen. cephalosporins,100,2,15,117,85.5 %,1.7 %,12.8 %
Malta,2008,3rd gen. cephalosporins,98,0,26,124,79.0 %,0.0 %,21.0 %
Malta,2009,3rd gen. cephalosporins,135,0,23,158,85.4 %,0.0 %,14.6 %
Malta,2010,3rd gen. cephalosporins,162,0,30,192,84.4 %,0.0 %,15.6 %
Malta,2011,3rd gen. cephalosporins,189,2,28,219,86.3 %,0.9 %,12.8 %
Malta,2012,3rd gen. cephalosporins,184,2,30,216,85.2 %,0.9 %,13.9 %
Malta,2013,3rd gen. cephalosporins,226,0,22,248,91.1 %,0.0 %,8.9 %
Netherlands,2000,3rd gen. cephalosporins,975,1,1,977,99.8 %,0.1 %,0.1 %
Netherlands,2001,3rd gen. cephalosporins,1432,6,8,1446,99.0 %,0.4 %,0.6 %
Netherlands,2002,3rd gen. cephalosporins,1968,6,20,1994,98.7 %,0.3 %,1.0 %
Netherlands,2003,3rd gen. cephalosporins,1810,13,27,1850,97.8 %,0.7 %,1.5 %
Netherlands,2004,3rd gen. cephalosporins,1577,10,23,1610,98.0 %,0.6 %,1.4 %
Netherlands,2005,3rd gen. cephalosporins,1840,8,47,1895,97.1 %,0.4 %,2.5 %
Netherlands,2006,3rd gen. cephalosporins,2555,7,87,2649,96.5 %,0.3 %,3.3 %
Netherlands,2007,3rd gen. cephalosporins,2430,7,109,2546,95.4 %,0.3 %,4.3 %
Netherlands,2008,3rd gen. cephalosporins,2158,9,105,2272,95.0 %,0.4 %,4.6 %
Netherlands,2009,3rd gen. cephalosporins,2264,3,101,2368,95.6 %,0.1 %,4.3 %
Netherlands,2010,3rd gen. cephalosporins,3205,8,174,3387,94.6 %,0.2 %,5.1 %
Netherlands,2011,3rd gen. cephalosporins,4134,21,253,4408,93.8 %,0.5 %,5.7 %
Netherlands,2012,3rd gen. cephalosporins,4396,26,280,4702,93.5 %,0.6 %,6.0 %
Netherlands,2013,3rd gen. cephalosporins,4428,36,276,4740,93.4 %,0.8 %,5.8 %
Norway,1999,3rd gen. cephalosporins,678,10,1,689,98.4 %,1.5 %,0.1 %
Norway,2000,3rd gen. cephalosporins,891,24,3,918,97.1 %,2.6 %,0.3 %
Norway,2001,3rd gen. cephalosporins,938,23,3,964,97.3 %,2.4 %,0.3 %
Norway,2002,3rd gen. cephalosporins,1106,10,2,1118,98.9 %,0.9 %,0.2 %
Norway,2003,3rd gen. cephalosporins,1151,23,3,1177,97.8 %,2.0 %,0.3 %
Norway,2004,3rd gen. cephalosporins,1176,27,8,1211,97.1 %,2.2 %,0.7 %
Norway,2005,3rd gen. cephalosporins,1301,16,11,1328,98.0 %,1.2 %,0.8 %
Norway,2006,3rd gen. cephalosporins,1532,19,22,1573,97.4 %,1.2 %,1.4 %
Norway,2007,3rd gen. cephalosporins,1666,10,37,1713,97.3 %,0.6 %,2.2 %
Norway,2008,3rd gen. cephalosporins,1737,16,46,1799,96.6 %,0.9 %,2.6 %
Norway,2009,3rd gen. cephalosporins,1784,20,42,1846,96.6 %,1.1 %,2.3 %
Norway,2010,3rd gen. cephalosporins,2175,16,84,2275,95.6 %,0.7 %,3.7 %
Norway,2011,3rd gen. cephalosporins,2418,13,92,2523,95.8 %,0.5 %,3.6 %
Norway,2012,3rd gen. cephalosporins,2855,16,148,3019,94.6 %,0.5 %,4.9 %
Norway,2013,3rd gen. cephalosporins,2896,11,170,3077,94.1 %,0.4 %,5.5 %
Poland,2001,3rd gen. cephalosporins,92,0,7,99,92.9 %,0.0 %,7.1 %
Poland,2002,3rd gen. cephalosporins,122,0,8,130,93.8 %,0.0 %,6.2 %
Poland,2003,3rd gen. cephalosporins,118,0,5,123,95.9 %,0.0 %,4.1 %
Poland,2004,3rd gen. cephalosporins,181,0,10,191,94.8 %,0.0 %,5.2 %
Poland,2005,3rd gen. cephalosporins,168,0,8,176,95.5 %,0.0 %,4.5 %
Poland,2006,3rd gen. cephalosporins,197,0,9,206,95.6 %,0.0 %,4.4 %
Poland,2007,3rd gen. cephalosporins,250,0,6,256,97.7 %,0.0 %,2.3 %
Poland,2008,3rd gen. cephalosporins,82,0,2,84,97.6 %,0.0 %,2.4 %
Poland,2009,3rd gen. cephalosporins,526,5,53,584,90.1 %,0.9 %,9.1 %
Poland,2010,3rd gen. cephalosporins,663,25,56,744,89.1 %,3.4 %,7.5 %
Poland,2011,3rd gen. cephalosporins,812,16,110,938,86.6 %,1.7 %,11.7 %
Poland,2012,3rd gen. cephalosporins,898,5,134,1037,86.6 %,0.5 %,12.9 %
Poland,2013,3rd gen. cephalosporins,913,10,113,1036,88.1 %,1.0 %,10.9 %
Portugal,2001,3rd gen. cephalosporins,404,2,12,418,96.7 %,0.5 %,2.9 %
Portugal,2002,3rd gen. cephalosporins,416,1,25,442,94.1 %,0.2 %,5.7 %
Portugal,2003,3rd gen. cephalosporins,728,2,56,786,92.6 %,0.3 %,7.1 %
Portugal,2004,3rd gen. cephalosporins,657,3,58,718,91.5 %,0.4 %,8.1 %
Portugal,2005,3rd gen. cephalosporins,943,7,126,1076,87.6 %,0.7 %,11.7 %
Portugal,2006,3rd gen. cephalosporins,1128,7,124,1259,89.6 %,0.6 %,9.8 %
Portugal,2007,3rd gen. cephalosporins,1199,20,131,1350,88.8 %,1.5 %,9.7 %
Portugal,2008,3rd gen. cephalosporins,1406,18,160,1584,88.8 %,1.1 %,10.1 %
Portugal,2009,3rd gen. cephalosporins,1724,12,176,1912,90.2 %,0.6 %,9.2 %
Portugal,2010,3rd gen. cephalosporins,1719,8,201,1928,89.2 %,0.4 %,10.4 %
Portugal,2011,3rd gen. cephalosporins,1672,15,214,1901,88.0 %,0.8 %,11.3 %
Portugal,2012,3rd gen. cephalosporins,1838,25,291,2154,85.3 %,1.2 %,13.5 %
